CustomerID,CustomerName,Age,Gender,City
C57243,Customer_10407,38,Male,Lalitpur
C65071,Customer_10408,56,Female,Biratnagar
C27148,Customer_10409,37,Male,Kathmandu
C76100,Customer_10410,25,Female,Biratnagar
C59004,Customer_10411,59,Male,Pokhara
C29587,Customer_10412,54,Male,Pokhara
C51733,Customer_10413,26,Male,Pokhara
C18127,Customer_10414,42,Female,Biratnagar
C21433,Customer_10415,42,Male,Biratnagar
C89650,Customer_10416,50,Female,Pokhara
C56989,Customer_10417,19,Female,Lalitpur
C79989,Customer_10418,36,Male,Lalitpur
C89845,Customer_10419,63,Female,Pokhara
C39755,Customer_10420,37,Female,Biratnagar
C90130,Customer_10421,59,Male,Lalitpur
C93859,Customer_10422,58,Female,Pokhara
C46034,Customer_10423,59,Male,Pokhara
C54450,Customer_10424,46,Male,Kathmandu
C31516,Customer_10425,23,Female,Pokhara
C04352,Customer_10426,34,Female,Biratnagar
C88259,Customer_10427,42,Female,Kathmandu
C64551,Customer_10428,55,Female,Kathmandu
C25282,Customer_10429,21,Male,Lalitpur
C36219,Customer_10430,47,Male,Kathmandu
C00241,Customer_10431,37,Female,Biratnagar
C80085,Customer_10432,20,Male,Lalitpur
C06290,Customer_10433,40,Female,Lalitpur
C04875,Customer_10434,35,Male,Pokhara
C59195,Customer_10435,43,Female,Biratnagar
C37037,Customer_10436,53,Female,Biratnagar
C19356,Customer_10437,25,Female,Kathmandu
C77515,Customer_10438,34,Female,Biratnagar
C15930,Customer_10439,48,Male,Lalitpur
C89457,Customer_10440,54,Male,Lalitpur
C60179,Customer_10441,62,Female,Biratnagar
C37877,Customer_10442,50,Female,Kathmandu
C75298,Customer_10443,44,Male,Pokhara
C85820,Customer_10444,62,Female,Biratnagar
C11358,Customer_10445,21,Male,Kathmandu
C61276,Customer_10446,39,Female,Kathmandu
C74230,Customer_10447,43,Female,Kathmandu
C17573,Customer_10448,49,Male,Pokhara
C04991,Customer_10449,41,Male,Pokhara
C60314,Customer_10450,63,Male,Pokhara
C68533,Customer_10451,52,Male,Kathmandu
C96529,Customer_10452,54,Female,Pokhara
C29684,Customer_10453,49,Female,Kathmandu
C70258,Customer_10454,24,Male,Biratnagar
C68517,Customer_10455,50,Male,Kathmandu
C76984,Customer_10456,48,Female,Biratnagar
C73041,Customer_10457,29,Female,Biratnagar
C00562,Customer_10458,28,Female,Pokhara
C75878,Customer_10459,41,Male,Pokhara
C29873,Customer_10460,25,Male,Kathmandu
C35218,Customer_10461,49,Female,Biratnagar
C39497,Customer_10462,55,Male,Biratnagar
C88443,Customer_10463,39,Female,Lalitpur
C86787,Customer_10464,51,Female,Biratnagar
C27541,Customer_10465,36,Male,Pokhara
C85402,Customer_10466,37,Female,Pokhara
C27741,Customer_10467,31,Male,Biratnagar
C10102,Customer_10468,50,Female,Biratnagar
C07453,Customer_10469,27,Female,Kathmandu
C36211,Customer_10470,33,Male,Lalitpur
C61537,Customer_10471,21,Female,Lalitpur
C62460,Customer_10472,44,Female,Kathmandu
C50840,Customer_10473,45,Female,Kathmandu
C10285,Customer_10474,60,Female,Lalitpur
C81492,Customer_10475,33,Female,Lalitpur
C82705,Customer_10476,50,Female,Kathmandu
C58246,Customer_10477,36,Female,Biratnagar
C43432,Customer_10478,38,Male,Biratnagar
C16250,Customer_10479,39,Female,Pokhara
C11594,Customer_10480,26,Male,Lalitpur
C22975,Customer_10481,26,Female,Lalitpur
C87535,Customer_10482,26,Male,Lalitpur
C50741,Customer_10483,44,Female,Lalitpur
C87591,Customer_10484,34,Male,Kathmandu
C80548,Customer_10485,61,Female,Biratnagar
C06146,Customer_10486,62,Male,Biratnagar
C26237,Customer_10487,25,Female,Pokhara
C28056,Customer_10488,33,Female,Lalitpur
C94219,Customer_10489,35,Female,Pokhara
C10999,Customer_10490,50,Female,Biratnagar
C26429,Customer_10491,18,Female,Kathmandu
C20799,Customer_10492,29,Female,Biratnagar
C16016,Customer_10493,23,Female,Biratnagar
C90981,Customer_10494,58,Male,Kathmandu
C06509,Customer_10495,22,Male,Kathmandu
C68930,Customer_10496,33,Female,Biratnagar
C30220,Customer_10497,35,Male,Biratnagar
C68490,Customer_10498,35,Male,Pokhara
C60338,Customer_10499,18,Female,Lalitpur
C94790,Customer_10500,36,Male,Kathmandu
C87224,Customer_10501,25,Female,Lalitpur
C03978,Customer_10502,20,Female,Pokhara
C08167,Customer_10503,42,Female,Kathmandu
C23399,Customer_10504,22,Male,Kathmandu
C73004,Customer_10505,57,Female,Lalitpur
C85003,Customer_10506,36,Male,Kathmandu
C08015,Customer_10507,35,Female,Biratnagar
C53365,Customer_10508,48,Female,Pokhara
C82065,Customer_10509,50,Male,Pokhara
C67798,Customer_10510,64,Female,Kathmandu
C75261,Customer_10511,35,Female,Kathmandu
C76559,Customer_10512,56,Female,Lalitpur
C90246,Customer_10513,33,Male,Pokhara
C92052,Customer_10514,33,Female,Biratnagar
C82103,Customer_10515,64,Male,Biratnagar
C69002,Customer_10516,55,Female,Lalitpur
C80546,Customer_10517,58,Male,Pokhara
C44086,Customer_10518,24,Male,Pokhara
C43777,Customer_10519,31,Female,Biratnagar
C98329,Customer_10520,60,Male,Pokhara
C42609,Customer_10521,42,Female,Pokhara
C10948,Customer_10522,49,Female,Pokhara
C33614,Customer_10523,55,Female,Biratnagar
C78212,Customer_10524,39,Male,Kathmandu
C32550,Customer_10525,33,Male,Pokhara
C94094,Customer_10526,46,Male,Kathmandu
C55991,Customer_10527,33,Female,Kathmandu
C07088,Customer_10528,29,Female,Lalitpur
C69560,Customer_10529,34,Female,Kathmandu
C74803,Customer_10530,54,Female,Lalitpur
C90768,Customer_10531,44,Male,Pokhara
C98286,Customer_10532,42,Male,Biratnagar
C28534,Customer_10533,30,Male,Kathmandu
C45717,Customer_10534,25,Male,Kathmandu
C74899,Customer_10535,22,Male,Biratnagar
C16103,Customer_10536,29,Male,Lalitpur
C14062,Customer_10537,58,Male,Lalitpur
C38807,Customer_10538,20,Male,Lalitpur
C47341,Customer_10539,52,Female,Kathmandu
C74547,Customer_10540,50,Female,Pokhara
C46569,Customer_10541,39,Male,Lalitpur
C04243,Customer_10542,61,Male,Lalitpur
C59991,Customer_10543,26,Male,Biratnagar
C66632,Customer_10544,58,Female,Pokhara
C36024,Customer_10545,35,Male,Pokhara
C34773,Customer_10546,46,Male,Pokhara
C96622,Customer_10547,56,Male,Pokhara
C18441,Customer_10548,44,Male,Pokhara
C30884,Customer_10549,53,Male,Lalitpur
C97077,Customer_10550,62,Male,Biratnagar
C60660,Customer_10551,34,Female,Lalitpur
C88693,Customer_10552,51,Female,Pokhara
C52125,Customer_10553,63,Female,Biratnagar
C99960,Customer_10554,20,Female,Kathmandu
C12566,Customer_10555,22,Female,Kathmandu
C62104,Customer_10556,31,Female,Pokhara
C78371,Customer_10557,20,Male,Lalitpur
C56384,Customer_10558,40,Female,Biratnagar
C66072,Customer_10559,56,Male,Biratnagar
C13437,Customer_10560,47,Female,Lalitpur
C40630,Customer_10561,62,Male,Pokhara
C95548,Customer_10562,40,Female,Kathmandu
C19577,Customer_10563,44,Male,Kathmandu
C19995,Customer_10564,27,Female,Pokhara
C09834,Customer_10565,42,Female,Biratnagar
C50768,Customer_10566,30,Male,Lalitpur
C50092,Customer_10567,33,Female,Pokhara
C19778,Customer_10568,58,Female,Biratnagar
C66315,Customer_10569,51,Female,Lalitpur
C14925,Customer_10570,54,Male,Biratnagar
C08719,Customer_10571,39,Male,Biratnagar
C11642,Customer_10572,34,Male,Kathmandu
C68560,Customer_10573,40,Male,Pokhara
C06182,Customer_10574,53,Female,Biratnagar
C17971,Customer_10575,26,Male,Kathmandu
C22759,Customer_10576,19,Female,Pokhara
C38060,Customer_10577,49,Female,Pokhara
C00336,Customer_10578,39,Female,Lalitpur
C64005,Customer_10579,60,Female,Pokhara
C09916,Customer_10580,30,Male,Kathmandu
C20537,Customer_10581,25,Female,Kathmandu
C33725,Customer_10582,18,Female,Pokhara
C14565,Customer_10583,34,Female,Kathmandu
C51631,Customer_10584,29,Male,Biratnagar
C69301,Customer_10585,21,Female,Biratnagar
C04996,Customer_10586,30,Female,Lalitpur
C73489,Customer_10587,48,Female,Biratnagar
C96613,Customer_10588,58,Female,Pokhara
C22800,Customer_10589,24,Female,Biratnagar
C87800,Customer_10590,40,Male,Lalitpur
C12334,Customer_10591,41,Male,Kathmandu
C72621,Customer_10592,22,Female,Pokhara
C16698,Customer_10593,22,Female,Lalitpur
C71031,Customer_10594,34,Female,Biratnagar
C32568,Customer_10595,47,Male,Pokhara
C87257,Customer_10596,26,Female,Pokhara
C66445,Customer_10597,23,Female,Kathmandu
C09574,Customer_10598,42,Female,Biratnagar
C79314,Customer_10599,36,Female,Biratnagar
C75087,Customer_10600,33,Female,Biratnagar
C84997,Customer_10601,38,Female,Biratnagar
C40837,Customer_10602,19,Male,Lalitpur
C60342,Customer_10603,27,Female,Kathmandu
C15685,Customer_10604,33,Female,Pokhara
C95444,Customer_10605,54,Female,Biratnagar
C33565,Customer_10606,32,Male,Kathmandu
C54547,Customer_10607,30,Female,Pokhara
C63111,Customer_10608,30,Male,Biratnagar
C62120,Customer_10609,49,Male,Pokhara
C94226,Customer_10610,62,Male,Biratnagar
C02784,Customer_10611,64,Female,Biratnagar
C36491,Customer_10612,63,Female,Pokhara
C15721,Customer_10613,25,Male,Biratnagar
C40290,Customer_10614,60,Female,Lalitpur
C55403,Customer_10615,35,Female,Lalitpur
C57382,Customer_10616,53,Female,Pokhara
C05471,Customer_10617,43,Male,Biratnagar
C63563,Customer_10618,27,Male,Pokhara
C41250,Customer_10619,48,Female,Kathmandu
C70181,Customer_10620,50,Female,Kathmandu
C90346,Customer_10621,46,Female,Kathmandu
C91849,Customer_10622,22,Male,Biratnagar
C11150,Customer_10623,30,Female,Pokhara
C57809,Customer_10624,18,Male,Kathmandu
C58718,Customer_10625,40,Male,Biratnagar
C87839,Customer_10626,57,Male,Biratnagar
C31159,Customer_10627,20,Female,Kathmandu
C16455,Customer_10628,20,Female,Lalitpur
C23651,Customer_10629,24,Male,Lalitpur
C54925,Customer_10630,53,Female,Lalitpur
C06747,Customer_10631,52,Female,Lalitpur
C45054,Customer_10632,32,Female,Pokhara
C84118,Customer_10633,57,Male,Pokhara
C79817,Customer_10634,20,Female,Kathmandu
C12821,Customer_10635,46,Female,Biratnagar
C59143,Customer_10636,47,Male,Lalitpur
C48026,Customer_10637,56,Male,Biratnagar
C77250,Customer_10638,35,Male,Biratnagar
C94403,Customer_10639,28,Female,Pokhara
C04350,Customer_10640,60,Female,Biratnagar
C63405,Customer_10641,55,Female,Biratnagar
C45590,Customer_10642,57,Male,Lalitpur
C48067,Customer_10643,18,Female,Kathmandu
C30654,Customer_10644,46,Male,Pokhara
C79409,Customer_10645,27,Female,Lalitpur
C13776,Customer_10646,45,Female,Kathmandu
C69609,Customer_10647,48,Female,Lalitpur
C33155,Customer_10648,36,Female,Kathmandu
C23084,Customer_10649,20,Female,Lalitpur
C36858,Customer_10650,53,Male,Lalitpur
C36727,Customer_10651,60,Female,Kathmandu
C33647,Customer_10652,32,Female,Lalitpur
C30268,Customer_10653,50,Male,Kathmandu
C29227,Customer_10654,58,Female,Biratnagar
C68157,Customer_10655,60,Male,Biratnagar
C39536,Customer_10656,62,Female,Kathmandu
C35230,Customer_10657,43,Male,Lalitpur
C60327,Customer_10658,33,Male,Biratnagar
C33556,Customer_10659,53,Male,Kathmandu
C56026,Customer_10660,50,Female,Pokhara
C42300,Customer_10661,37,Male,Biratnagar
C98829,Customer_10662,30,Female,Kathmandu
C22892,Customer_10663,50,Female,Kathmandu
C80868,Customer_10664,22,Male,Biratnagar
C68022,Customer_10665,54,Male,Lalitpur
C52441,Customer_10666,31,Female,Pokhara
C65738,Customer_10667,44,Male,Kathmandu
C15121,Customer_10668,40,Male,Lalitpur
C79262,Customer_10669,31,Female,Lalitpur
C78662,Customer_10670,57,Male,Kathmandu
C30388,Customer_10671,21,Male,Pokhara
C00009,Customer_10672,56,Male,Biratnagar
C98227,Customer_10673,36,Male,Pokhara
C75400,Customer_10674,64,Female,Lalitpur
C86767,Customer_10675,21,Male,Kathmandu
C49452,Customer_10676,47,Female,Kathmandu
C87518,Customer_10677,36,Female,Pokhara
C54508,Customer_10678,48,Female,Pokhara
C00988,Customer_10679,48,Male,Pokhara
C00805,Customer_10680,26,Female,Kathmandu
C98354,Customer_10681,30,Female,Kathmandu
C77794,Customer_10682,31,Male,Lalitpur
C14333,Customer_10683,63,Female,Pokhara
C20901,Customer_10684,27,Male,Lalitpur
C05116,Customer_10685,48,Male,Lalitpur
C79228,Customer_10686,54,Female,Pokhara
C59395,Customer_10687,40,Male,Biratnagar
C10669,Customer_10688,44,Female,Kathmandu
C68145,Customer_10689,23,Male,Biratnagar
C39849,Customer_10690,43,Female,Kathmandu
C73148,Customer_10691,19,Female,Kathmandu
C28015,Customer_10692,62,Male,Kathmandu
C13186,Customer_10693,30,Female,Pokhara
C50952,Customer_10694,36,Female,Pokhara
C17423,Customer_10695,18,Male,Pokhara
C76761,Customer_10696,57,Male,Kathmandu
C76782,Customer_10697,49,Male,Pokhara
C54795,Customer_10698,39,Female,Lalitpur
C84967,Customer_10699,46,Male,Biratnagar
C68079,Customer_10700,19,Female,Lalitpur
C37211,Customer_10701,57,Male,Kathmandu
C26233,Customer_10702,55,Female,Pokhara
C02615,Customer_10703,28,Male,Lalitpur
C25451,Customer_10704,34,Female,Biratnagar
C17082,Customer_10705,60,Male,Kathmandu
C68832,Customer_10706,25,Male,Kathmandu
C29318,Customer_10707,39,Male,Lalitpur
C76830,Customer_10708,21,Male,Kathmandu
C50796,Customer_10709,28,Male,Lalitpur
C93532,Customer_10710,25,Male,Pokhara
C39604,Customer_10711,26,Female,Kathmandu
C15421,Customer_10712,43,Male,Lalitpur
C46357,Customer_10713,19,Male,Pokhara
C84101,Customer_10714,33,Male,Biratnagar
C03331,Customer_10715,48,Male,Lalitpur
C55191,Customer_10716,23,Female,Biratnagar
C82393,Customer_10717,38,Male,Biratnagar
C49513,Customer_10718,43,Female,Kathmandu
C74797,Customer_10719,36,Female,Lalitpur
C18178,Customer_10720,45,Male,Pokhara
C41288,Customer_10721,25,Female,Lalitpur
C58515,Customer_10722,31,Female,Lalitpur
C57716,Customer_10723,41,Male,Kathmandu
C41851,Customer_10724,61,Male,Kathmandu
C06684,Customer_10725,54,Female,Pokhara
C46972,Customer_10726,43,Female,Kathmandu
C27197,Customer_10727,48,Female,Pokhara
C83329,Customer_10728,49,Female,Pokhara
C39906,Customer_10729,58,Female,Pokhara
C62017,Customer_10730,19,Male,Lalitpur
C59056,Customer_10731,42,Male,Biratnagar
C49857,Customer_10732,61,Male,Biratnagar
C97412,Customer_10733,19,Female,Kathmandu
C22485,Customer_10734,59,Female,Lalitpur
C70081,Customer_10735,18,Female,Lalitpur
C80196,Customer_10736,53,Female,Biratnagar
C26952,Customer_10737,29,Male,Biratnagar
C63658,Customer_10738,26,Male,Lalitpur
C90690,Customer_10739,53,Female,Lalitpur
C05037,Customer_10740,58,Male,Lalitpur
C63151,Customer_10741,45,Male,Kathmandu
C33737,Customer_10742,55,Female,Biratnagar
C60212,Customer_10743,50,Female,Kathmandu
C66789,Customer_10744,59,Female,Pokhara
C61825,Customer_10745,63,Male,Biratnagar
C59364,Customer_10746,39,Male,Kathmandu
C33821,Customer_10747,42,Female,Lalitpur
C55434,Customer_10748,35,Male,Biratnagar
C09685,Customer_10749,23,Female,Lalitpur
C66312,Customer_10750,35,Male,Biratnagar
C20864,Customer_10751,33,Male,Pokhara
C45188,Customer_10752,32,Male,Kathmandu
C73583,Customer_10753,25,Female,Kathmandu
C68540,Customer_10754,30,Female,Pokhara
C08318,Customer_10755,60,Female,Lalitpur
C91157,Customer_10756,24,Male,Lalitpur
C86437,Customer_10757,34,Female,Biratnagar
C71429,Customer_10758,49,Male,Biratnagar
C35999,Customer_10759,39,Male,Biratnagar
C88048,Customer_10760,30,Female,Biratnagar
C62613,Customer_10761,64,Male,Lalitpur
C78896,Customer_10762,40,Male,Lalitpur
C86675,Customer_10763,46,Male,Lalitpur
C84285,Customer_10764,39,Male,Kathmandu
C81541,Customer_10765,18,Male,Pokhara
C67552,Customer_10766,46,Female,Pokhara
C33081,Customer_10767,22,Female,Kathmandu
C66395,Customer_10768,52,Female,Kathmandu
C30246,Customer_10769,27,Male,Kathmandu
C01158,Customer_10770,36,Female,Lalitpur
C97822,Customer_10771,54,Male,Biratnagar
C17555,Customer_10772,24,Male,Biratnagar
C40720,Customer_10773,63,Male,Biratnagar
C80933,Customer_10774,52,Male,Pokhara
C53132,Customer_10775,62,Female,Biratnagar
C68511,Customer_10776,30,Male,Kathmandu
C34329,Customer_10777,27,Female,Kathmandu
C39951,Customer_10778,19,Female,Pokhara
C05916,Customer_10779,23,Female,Kathmandu
C29618,Customer_10780,25,Female,Lalitpur
C93641,Customer_10781,53,Male,Kathmandu
C71374,Customer_10782,42,Male,Kathmandu
C21750,Customer_10783,61,Male,Kathmandu
C68796,Customer_10784,64,Male,Pokhara
C44072,Customer_10785,57,Female,Lalitpur
C62286,Customer_10786,24,Male,Kathmandu
C38647,Customer_10787,63,Male,Lalitpur
C81161,Customer_10788,40,Male,Lalitpur
C89661,Customer_10789,36,Male,Biratnagar
C16540,Customer_10790,63,Female,Lalitpur
C94404,Customer_10791,39,Male,Lalitpur
C42273,Customer_10792,30,Male,Lalitpur
C26087,Customer_10793,38,Female,Pokhara
C67576,Customer_10794,18,Male,Biratnagar
C64444,Customer_10795,36,Male,Pokhara
C84234,Customer_10796,50,Male,Lalitpur
C61584,Customer_10797,21,Male,Pokhara
C41161,Customer_10798,59,Female,Kathmandu
C56189,Customer_10799,20,Female,Pokhara
C51175,Customer_10800,44,Male,Pokhara
C56736,Customer_10801,58,Male,Pokhara
C79883,Customer_10802,52,Female,Pokhara
C02572,Customer_10803,45,Male,Kathmandu
C36963,Customer_10804,23,Male,Kathmandu
C78374,Customer_10805,23,Male,Biratnagar
C86064,Customer_10806,61,Female,Pokhara
C71151,Customer_10807,40,Female,Pokhara
C50922,Customer_10808,50,Female,Biratnagar
C87647,Customer_10809,33,Female,Biratnagar
C45958,Customer_10810,41,Female,Biratnagar
C04847,Customer_10811,22,Female,Kathmandu
C39100,Customer_10812,58,Male,Lalitpur
C15712,Customer_10813,59,Male,Lalitpur
C49852,Customer_10814,30,Female,Kathmandu
C14909,Customer_10815,64,Female,Biratnagar
C24506,Customer_10816,29,Male,Pokhara
C75632,Customer_10817,22,Female,Pokhara
C51660,Customer_10818,54,Female,Kathmandu
C18242,Customer_10819,48,Female,Pokhara
C98042,Customer_10820,45,Male,Kathmandu
C10614,Customer_10821,45,Female,Biratnagar
C94041,Customer_10822,47,Male,Lalitpur
C81918,Customer_10823,35,Male,Biratnagar
C64758,Customer_10824,61,Male,Pokhara
C10535,Customer_10825,44,Male,Lalitpur
C75731,Customer_10826,52,Male,Pokhara
C30831,Customer_10827,43,Male,Kathmandu
C63519,Customer_10828,56,Female,Pokhara
C79338,Customer_10829,35,Female,Pokhara
C65600,Customer_10830,50,Male,Lalitpur
C99931,Customer_10831,42,Female,Lalitpur
C95080,Customer_10832,48,Female,Pokhara
C50101,Customer_10833,54,Female,Lalitpur
C85708,Customer_10834,19,Female,Biratnagar
C57975,Customer_10835,50,Female,Biratnagar
C69716,Customer_10836,56,Female,Kathmandu
C74860,Customer_10837,60,Female,Pokhara
C91966,Customer_10838,60,Male,Lalitpur
C36470,Customer_10839,49,Female,Biratnagar
C06634,Customer_10840,35,Female,Biratnagar
C91550,Customer_10841,34,Male,Lalitpur
C70430,Customer_10842,51,Male,Pokhara
C75889,Customer_10843,56,Male,Lalitpur
C25391,Customer_10844,24,Female,Kathmandu
C58364,Customer_10845,59,Male,Kathmandu
C90332,Customer_10846,52,Male,Biratnagar
C83615,Customer_10847,47,Male,Kathmandu
C42722,Customer_10848,29,Male,Pokhara
C99919,Customer_10849,52,Female,Biratnagar
C25400,Customer_10850,28,Female,Lalitpur
C79589,Customer_10851,61,Female,Kathmandu
C73251,Customer_10852,21,Male,Pokhara
C25505,Customer_10853,42,Female,Pokhara
C95596,Customer_10854,49,Female,Biratnagar
C72881,Customer_10855,37,Female,Lalitpur
C76680,Customer_10856,48,Female,Lalitpur
C87493,Customer_10857,21,Female,Biratnagar
C87167,Customer_10858,55,Female,Biratnagar
C23156,Customer_10859,64,Female,Biratnagar
C71951,Customer_10860,18,Male,Lalitpur
C31984,Customer_10861,20,Male,Pokhara
C94383,Customer_10862,54,Female,Lalitpur
C60918,Customer_10863,39,Female,Kathmandu
C05305,Customer_10864,34,Male,Lalitpur
C37547,Customer_10865,31,Female,Lalitpur
C74944,Customer_10866,58,Female,Kathmandu
C14189,Customer_10867,52,Female,Biratnagar
C68487,Customer_10868,30,Male,Kathmandu
C81613,Customer_10869,52,Male,Biratnagar
C67792,Customer_10870,60,Male,Kathmandu
C27030,Customer_10871,19,Female,Kathmandu
C10461,Customer_10872,64,Male,Biratnagar
C56115,Customer_10873,30,Female,Kathmandu
C69854,Customer_10874,33,Male,Pokhara
C34888,Customer_10875,35,Male,Kathmandu
C75032,Customer_10876,24,Male,Lalitpur
C47555,Customer_10877,62,Male,Biratnagar
C43930,Customer_10878,53,Male,Biratnagar
C70500,Customer_10879,58,Female,Biratnagar
C02221,Customer_10880,47,Female,Pokhara
C98394,Customer_10881,59,Female,Lalitpur
C22322,Customer_10882,58,Female,Kathmandu
C03662,Customer_10883,24,Female,Lalitpur
C39218,Customer_10884,32,Male,Biratnagar
C75748,Customer_10885,57,Male,Lalitpur
C60951,Customer_10886,36,Female,Biratnagar
C38978,Customer_10887,60,Female,Biratnagar
C98946,Customer_10888,54,Female,Pokhara
C74722,Customer_10889,19,Female,Biratnagar
C45938,Customer_10890,59,Male,Lalitpur
C96126,Customer_10891,30,Male,Pokhara
C12926,Customer_10892,57,Female,Lalitpur
C41052,Customer_10893,58,Female,Lalitpur
C37819,Customer_10894,60,Male,Kathmandu
C86188,Customer_10895,60,Male,Lalitpur
C04843,Customer_10896,48,Female,Pokhara
C03305,Customer_10897,33,Male,Kathmandu
C84365,Customer_10898,59,Female,Biratnagar
C47516,Customer_10899,61,Male,Kathmandu
C54674,Customer_10900,23,Female,Kathmandu
C04822,Customer_10901,45,Male,Kathmandu
C70760,Customer_10902,49,Female,Kathmandu
C30519,Customer_10903,61,Male,Lalitpur
C09021,Customer_10904,27,Female,Kathmandu
C69137,Customer_10905,35,Male,Lalitpur
C31941,Customer_10906,21,Male,Lalitpur
C08259,Customer_10907,26,Female,Biratnagar
C54343,Customer_10908,24,Female,Lalitpur
C10705,Customer_10909,25,Female,Pokhara
C40687,Customer_10910,60,Male,Biratnagar
C39068,Customer_10911,24,Male,Biratnagar
C42645,Customer_10912,58,Female,Lalitpur
C90004,Customer_10913,57,Female,Lalitpur
C85077,Customer_10914,20,Female,Kathmandu
C55935,Customer_10915,34,Male,Lalitpur
C07732,Customer_10916,19,Female,Kathmandu
C10991,Customer_10917,32,Female,Pokhara
C03742,Customer_10918,63,Male,Biratnagar
C40798,Customer_10919,46,Female,Biratnagar
C78261,Customer_10920,39,Male,Lalitpur
C99815,Customer_10921,21,Male,Biratnagar
C96650,Customer_10922,23,Male,Biratnagar
C84224,Customer_10923,55,Female,Pokhara
C35937,Customer_10924,43,Male,Biratnagar
C89148,Customer_10925,28,Male,Kathmandu
C64624,Customer_10926,43,Female,Biratnagar
C36492,Customer_10927,34,Male,Kathmandu
C07120,Customer_10928,41,Male,Kathmandu
C75183,Customer_10929,45,Female,Kathmandu
C04355,Customer_10930,52,Male,Kathmandu
C15070,Customer_10931,48,Female,Pokhara
C46730,Customer_10932,30,Male,Pokhara
C19906,Customer_10933,52,Male,Biratnagar
C31335,Customer_10934,33,Female,Pokhara
C17641,Customer_10935,32,Male,Kathmandu
C08387,Customer_10936,60,Female,Pokhara
C08614,Customer_10937,35,Female,Lalitpur
C60290,Customer_10938,64,Male,Lalitpur
C96717,Customer_10939,54,Female,Pokhara
C81181,Customer_10940,58,Male,Lalitpur
C44649,Customer_10941,44,Male,Biratnagar
C21443,Customer_10942,52,Female,Lalitpur
C11843,Customer_10943,62,Male,Biratnagar
C91124,Customer_10944,52,Male,Pokhara
C26713,Customer_10945,45,Male,Kathmandu
C34464,Customer_10946,56,Male,Pokhara
C84186,Customer_10947,55,Male,Biratnagar
C57573,Customer_10948,26,Male,Lalitpur
C27816,Customer_10949,29,Male,Pokhara
C26319,Customer_10950,32,Female,Pokhara
C85405,Customer_10951,38,Male,Pokhara
C69466,Customer_10952,52,Female,Biratnagar
C61828,Customer_10953,59,Female,Lalitpur
C04429,Customer_10954,50,Female,Pokhara
C88293,Customer_10955,36,Male,Kathmandu
C05404,Customer_10956,40,Female,Biratnagar
C76438,Customer_10957,30,Male,Biratnagar
C80541,Customer_10958,61,Female,Lalitpur
C31744,Customer_10959,18,Female,Kathmandu
C69645,Customer_10960,46,Male,Pokhara
C98092,Customer_10961,41,Female,Lalitpur
C31669,Customer_10962,33,Female,Biratnagar
C34948,Customer_10963,42,Male,Kathmandu
C40460,Customer_10964,40,Male,Pokhara
C06362,Customer_10965,45,Male,Biratnagar
C61046,Customer_10966,64,Male,Pokhara
C25272,Customer_10967,33,Female,Lalitpur
C04846,Customer_10968,60,Male,Kathmandu
C31775,Customer_10969,55,Male,Lalitpur
C68075,Customer_10970,28,Female,Pokhara
C13069,Customer_10971,20,Female,Pokhara
C66268,Customer_10972,32,Female,Biratnagar
C76711,Customer_10973,18,Male,Kathmandu
C23445,Customer_10974,24,Male,Kathmandu
C53858,Customer_10975,18,Female,Pokhara
C32203,Customer_10976,49,Female,Pokhara
C79583,Customer_10977,26,Male,Pokhara
C05075,Customer_10978,46,Male,Biratnagar
C49697,Customer_10979,43,Male,Pokhara
C01608,Customer_10980,40,Female,Kathmandu
C37121,Customer_10981,62,Female,Kathmandu
C81832,Customer_10982,60,Female,Biratnagar
C77005,Customer_10983,46,Male,Kathmandu
C43211,Customer_10984,55,Male,Biratnagar
C70253,Customer_10985,50,Female,Lalitpur
C97885,Customer_10986,24,Female,Pokhara
C37583,Customer_10987,29,Male,Pokhara
C82378,Customer_10988,48,Female,Kathmandu
C04411,Customer_10989,49,Male,Pokhara
C70630,Customer_10990,37,Male,Kathmandu
C06703,Customer_10991,34,Male,Pokhara
C17575,Customer_10992,53,Male,Biratnagar
C30780,Customer_10993,20,Female,Pokhara
C54966,Customer_10994,18,Male,Biratnagar
C02608,Customer_10995,44,Female,Pokhara
C76567,Customer_10996,64,Female,Biratnagar
C50209,Customer_10997,57,Male,Biratnagar
C93727,Customer_10998,50,Female,Lalitpur
C66699,Customer_10999,37,Female,Kathmandu
C03522,Customer_11000,31,Female,Pokhara
C85657,Customer_11001,53,Female,Pokhara
C16938,Customer_11002,22,Female,Kathmandu
C85536,Customer_11003,40,Male,Biratnagar
C67433,Customer_11004,62,Female,Lalitpur
C54292,Customer_11005,32,Male,Kathmandu
C14809,Customer_11006,23,Female,Pokhara
C27500,Customer_11007,50,Male,Kathmandu
C58689,Customer_11008,36,Female,Lalitpur
C52239,Customer_11009,30,Female,Lalitpur
C12029,Customer_11010,46,Female,Biratnagar
C37942,Customer_11011,23,Male,Pokhara
C08221,Customer_11012,32,Male,Pokhara
C78158,Customer_11013,33,Female,Biratnagar
C73943,Customer_11014,41,Male,Biratnagar
C30228,Customer_11015,40,Male,Kathmandu
C45518,Customer_11016,27,Female,Kathmandu
C85677,Customer_11017,58,Male,Kathmandu
C40213,Customer_11018,58,Female,Kathmandu
C87325,Customer_11019,34,Male,Biratnagar
C27375,Customer_11020,61,Male,Lalitpur
