OrderID,CustomerID,ProductID,OrderDate,Sales,Profit
O014857,C08222,P01636,2022-01-06,3285,1042
O014858,C08086,P01456,2022-09-26,2272,1343
O014859,C03145,P00047,2022-12-24,2899,182
O014860,C07679,P01044,2022-10-02,4511,-260
O014861,C01092,P01318,2024-03-31,190,1464
O014862,C06155,P01806,2022-02-01,757,-114
O014863,C04408,P01623,2024-06-11,347,1160
O014864,C07770,P01947,2024-06-21,3515,-390
O014865,C00679,P01680,2023-09-13,276,47
O014866,C03173,P00299,2022-11-05,3425,610
O014867,C01318,P00602,2024-07-02,948,662
O014868,C07267,P01430,2023-08-25,3513,1011
O014869,C00299,P01793,2023-01-06,1245,-246
O014870,C05358,P00262,2023-05-11,1233,829
O014871,C00854,P01032,2024-02-10,1215,-93
O014872,C01516,P01640,2024-01-03,3466,988
O014873,C09542,P01443,2022-03-21,4678,1438
O014874,C09478,P01372,2023-08-08,2251,-130
O014875,C01805,P00002,2022-09-11,3095,384
O014876,C07337,P00018,2024-02-01,4930,741
O014877,C05086,P01305,2023-11-06,4323,940
O014878,C01529,P01108,2022-11-09,4350,1469
O014879,C03290,P00532,2023-02-01,2685,-409
O014880,C01118,P00341,2024-08-06,3845,-356
O014881,C01153,P01250,2024-07-21,3715,-324
O014882,C08762,P01015,2024-04-28,1288,200
O014883,C09093,P00792,2023-02-04,4915,690
O014884,C01486,P00594,2023-10-24,4080,-365
O014885,C03959,P00131,2024-07-29,1583,1460
O014886,C06087,P00367,2023-02-12,1145,624
O014887,C04628,P00164,2022-07-09,3860,-436
O014888,C05092,P01291,2023-08-20,2083,287
O014889,C05991,P00246,2022-07-09,317,-318
O014890,C07452,P01053,2023-08-13,2200,201
O014891,C05856,P00675,2024-03-16,3581,-430
O014892,C08840,P01871,2022-07-24,521,380
O014893,C08915,P00511,2022-02-04,269,566
O014894,C03386,P00949,2024-08-13,349,535
O014895,C00413,P01299,2023-10-07,1430,964
O014896,C00874,P00346,2024-04-15,4829,-404
O014897,C07272,P00451,2022-12-23,4301,192
O014898,C07382,P00381,2022-02-13,2407,504
O014899,C08323,P00361,2023-09-03,2021,493
O014900,C02197,P00909,2022-10-21,889,-443
O014901,C07624,P00154,2022-01-14,2962,-138
O014902,C03546,P01115,2023-08-13,120,867
O014903,C09715,P00891,2024-05-30,2364,1380
O014904,C05468,P01771,2022-12-13,3505,310
O014905,C07517,P01695,2023-10-12,696,217
O014906,C04389,P01974,2022-11-11,611,1340
O014907,C03605,P00785,2023-04-28,1744,-206
O014908,C07286,P00594,2023-05-26,1265,846
O014909,C06482,P01213,2024-06-26,119,550
O014910,C04648,P01845,2024-09-20,1845,-28
O014911,C09174,P00561,2024-03-12,4274,179
O014912,C03789,P00839,2023-02-28,3987,1036
O014913,C03946,P01149,2023-09-05,4259,-140
O014914,C03957,P01507,2024-03-03,2456,1279
O014915,C03488,P00982,2023-05-11,4992,1144
O014916,C05177,P01855,2024-04-18,3902,69
O014917,C08146,P00469,2023-02-14,1915,437
O014918,C02220,P01228,2022-06-16,3263,1390
O014919,C03399,P00137,2023-01-26,4734,1334
O014920,C04526,P01760,2023-05-05,1180,-93
O014921,C03083,P00164,2022-10-25,1204,1210
O014922,C06888,P00516,2022-03-07,1882,1340
O014923,C01115,P01563,2023-02-27,1917,-440
O014924,C07121,P01955,2023-09-09,3426,725
O014925,C07627,P00152,2022-06-16,3364,456
O014926,C06485,P00828,2022-08-31,368,821
O014927,C09668,P00928,2024-06-25,2568,1470
O014928,C08271,P00416,2022-07-22,4694,252
O014929,C02507,P01903,2022-10-28,1337,605
O014930,C01410,P00929,2023-10-12,1556,324
O014931,C05958,P01315,2024-01-30,593,1492
O014932,C00312,P01629,2022-03-15,944,-495
O014933,C08105,P01956,2022-12-21,3223,784
O014934,C03840,P01500,2022-05-11,1244,-442
O014935,C09059,P01986,2024-01-08,3605,-414
O014936,C05225,P00169,2022-02-19,3807,-132
O014937,C09436,P01835,2023-03-04,1065,623
O014938,C06569,P00520,2022-03-20,3724,512
O014939,C04180,P01926,2022-07-06,3934,618
O014940,C01683,P00927,2023-03-02,224,398
O014941,C04377,P01880,2022-03-26,1513,1382
O014942,C01850,P01755,2024-07-05,728,621
O014943,C01780,P00599,2023-05-29,4527,851
O014944,C06012,P01893,2023-08-29,4673,637
O014945,C00053,P00924,2022-09-28,982,-46
O014946,C07506,P00373,2022-02-05,3086,128
O014947,C04682,P01705,2022-03-23,2645,333
O014948,C06979,P00946,2024-02-28,2439,1219
O014949,C00851,P01498,2022-01-20,4021,1227
O014950,C00514,P00205,2023-09-25,415,273
O014951,C01432,P01874,2022-08-02,2303,7
O014952,C05864,P00831,2024-05-28,1296,1018
O014953,C06728,P00924,2022-11-25,1512,308
O014954,C00282,P01059,2024-03-08,2562,897
O014955,C07089,P00777,2023-01-26,3338,1428
O014956,C01236,P01793,2024-03-27,4851,217
O014957,C03816,P01826,2023-08-27,2580,26
O014958,C02490,P01378,2024-01-17,4847,1276
O014959,C08797,P01225,2023-04-13,4148,639
O014960,C05946,P01458,2022-11-11,4426,129
O014961,C07935,P00396,2024-03-14,2283,938
O014962,C08780,P01794,2024-08-04,770,315
O014963,C04257,P00639,2022-02-19,1540,501
O014964,C07394,P01736,2023-12-08,2069,785
O014965,C00719,P00003,2023-01-17,443,1258
O014966,C06261,P00170,2024-03-22,4322,534
O014967,C06597,P00036,2023-11-19,3753,-309
O014968,C08457,P01547,2023-08-20,292,486
O014969,C04286,P01946,2022-06-09,1775,464
O014970,C04246,P00701,2024-04-30,4228,-377
O014971,C07835,P01640,2023-07-19,2181,1389
O014972,C09985,P01128,2024-04-24,2471,0
O014973,C08042,P01792,2023-11-23,58,1064
O014974,C06304,P00194,2024-07-25,194,41
O014975,C01287,P00513,2024-03-25,3137,311
O014976,C08777,P01276,2023-01-22,4399,91
O014977,C09683,P01211,2024-08-01,1910,-444
O014978,C06590,P01785,2023-02-01,745,-396
O014979,C06291,P01800,2024-01-07,4640,-430
O014980,C05807,P00358,2023-02-01,4101,1421
O014981,C03857,P00629,2023-02-13,959,639
O014982,C01827,P00357,2022-11-27,3781,219
O014983,C01570,P00144,2024-06-08,2364,483
O014984,C00571,P00203,2023-06-11,1512,525
O014985,C01317,P00126,2024-03-12,678,-247
O014986,C00727,P01707,2022-11-05,4680,905
O014987,C04487,P00008,2022-07-17,660,1263
O014988,C02439,P01269,2023-02-13,207,170
O014989,C09868,P00061,2022-11-13,104,548
O014990,C08045,P00769,2024-01-10,4267,7
O014991,C07981,P00204,2023-12-23,2484,1199
O014992,C09300,P01393,2024-07-09,3715,912
O014993,C07540,P01279,2022-03-08,203,-454
O014994,C01865,P01882,2023-03-15,3635,1228
O014995,C04254,P01933,2022-07-21,687,1414
O014996,C09758,P00239,2024-05-06,252,1214
O014997,C01872,P01660,2022-11-29,4404,-185
O014998,C00640,P00891,2024-03-13,461,905
O014999,C02182,P01380,2023-08-24,4260,385
O015000,C00003,P01179,2022-02-21,1398,857
O015001,C04253,P01344,2022-12-18,4397,585
O015002,C08530,P00938,2024-05-23,4259,273
O015003,C02718,P00021,2022-12-02,1923,1286
O015004,C05493,P00309,2024-02-22,1842,373
O015005,C00803,P00580,2023-01-29,845,485
O015006,C06230,P00905,2024-06-23,4280,1063
O015007,C04304,P01494,2022-06-22,2901,635
O015008,C09084,P01642,2024-04-04,4315,-289
O015009,C06761,P00794,2023-10-12,4231,-192
O015010,C01024,P00802,2023-06-07,2379,1353
O015011,C07049,P00657,2023-02-07,959,-378
O015012,C07577,P01164,2023-04-22,3656,-411
O015013,C09936,P01811,2023-01-18,1023,894
O015014,C00926,P00817,2023-04-11,3922,1079
O015015,C03337,P01227,2022-01-20,431,702
O015016,C06686,P01432,2022-09-14,4108,484
O015017,C04207,P01069,2023-11-16,51,944
O015018,C02264,P01918,2023-09-05,4457,969
O015019,C09768,P01228,2022-06-29,908,-243
O015020,C07098,P01335,2024-07-02,4576,31
O015021,C07971,P01068,2023-02-17,4802,-3
O015022,C00362,P00874,2024-09-11,3060,1178
O015023,C00592,P01835,2024-07-02,319,1322
O015024,C09332,P01938,2024-05-30,3506,-243
O015025,C04776,P00976,2023-08-20,4654,629
O015026,C01730,P00274,2024-08-08,844,1306
O015027,C09953,P00447,2022-01-30,592,562
O015028,C01664,P01932,2023-10-05,4400,712
O015029,C08432,P01507,2023-03-02,3856,927
O015030,C09913,P00619,2023-11-12,630,460
O015031,C07137,P01443,2023-02-15,3885,446
O015032,C02470,P01708,2024-07-21,3255,1081
O015033,C07699,P00468,2022-10-13,4770,20
O015034,C09431,P01831,2024-08-20,4723,1324
O015035,C00152,P00091,2023-11-13,875,1039
O015036,C09736,P00612,2024-05-03,122,69
O015037,C09479,P00795,2022-02-19,4982,-409
O015038,C07577,P00262,2022-11-22,2415,612
O015039,C09982,P00926,2023-03-08,1833,738
O015040,C05197,P01461,2022-07-14,3217,741
O015041,C00541,P01403,2023-10-16,1609,1373
O015042,C04995,P00246,2022-05-27,1405,-63
O015043,C09230,P00520,2022-01-21,3283,555
O015044,C08319,P00588,2022-02-24,3963,499
O015045,C01733,P01519,2023-08-10,3174,267
O015046,C02168,P01297,2022-07-26,4961,779
O015047,C08100,P00626,2022-08-03,2666,1404
O015048,C03325,P00901,2023-03-16,2417,684
O015049,C06671,P00043,2024-08-16,1565,-389
O015050,C04620,P00879,2023-08-16,4886,1367
O015051,C01938,P00225,2023-02-02,4056,525
O015052,C05771,P01860,2023-08-02,73,355
O015053,C01810,P01457,2024-06-11,4794,-243
O015054,C01413,P01465,2023-12-24,1709,-381
O015055,C01871,P00442,2023-05-09,1245,1171
O015056,C07881,P01597,2024-07-23,2583,186
O015057,C03436,P01212,2022-05-27,4074,698
O015058,C02817,P00299,2023-07-16,2756,1183
O015059,C09344,P00980,2023-04-03,1998,820
O015060,C02335,P00439,2023-08-20,3260,161
O015061,C04468,P01700,2024-07-20,1257,-344
O015062,C02993,P00556,2023-07-25,298,1069
O015063,C00908,P01327,2022-06-22,3044,-273
O015064,C07593,P01170,2023-04-13,2273,964
O015065,C04732,P01571,2022-09-24,1357,489
O015066,C02576,P01677,2022-08-19,2687,-462
O015067,C08907,P00656,2022-03-06,2388,1206
O015068,C04090,P00469,2022-09-04,4765,921
O015069,C01933,P01541,2022-09-29,4950,-186
O015070,C02795,P00555,2023-06-20,1125,497
O015071,C03524,P01963,2022-03-13,130,702
O015072,C02974,P01015,2022-12-08,4530,-158
O015073,C06463,P01328,2024-07-26,2451,1076
O015074,C08926,P01537,2024-05-24,3693,-92
O015075,C00285,P01486,2022-11-22,1683,516
O015076,C09438,P00168,2023-01-31,873,187
O015077,C09235,P00091,2023-02-28,187,273
O015078,C09189,P01714,2022-05-02,4553,-403
O015079,C07338,P01643,2024-07-01,349,168
O015080,C06709,P01868,2023-05-21,1022,857
O015081,C02452,P00895,2023-06-17,3574,-31
O015082,C09964,P01088,2024-06-09,4279,-143
O015083,C03009,P01612,2023-02-12,1442,-10
O015084,C04250,P00254,2022-02-18,1029,40
O015085,C00286,P00152,2023-05-22,4434,1120
O015086,C01714,P00266,2023-10-26,840,976
O015087,C00672,P00332,2023-08-19,3263,639
O015088,C03205,P01363,2022-07-10,2998,159
O015089,C04452,P01205,2022-08-24,3843,-378
O015090,C02086,P00502,2023-05-14,2890,-369
O015091,C00176,P00719,2023-06-22,762,1132
O015092,C07595,P01828,2022-03-30,685,182
O015093,C07117,P00694,2023-11-03,725,503
O015094,C02074,P01474,2024-06-17,3530,356
O015095,C01586,P00796,2023-02-06,1955,548
O015096,C01734,P00219,2024-03-15,3971,-304
O015097,C08103,P01084,2022-04-20,1574,-499
O015098,C06993,P00921,2022-05-29,4569,1162
O015099,C08646,P01520,2022-12-05,543,305
O015100,C06390,P00886,2023-07-13,1590,247
O015101,C00625,P01184,2022-09-09,2543,693
O015102,C06430,P01966,2023-03-18,3307,1044
O015103,C02736,P01895,2024-06-07,4969,-178
O015104,C00496,P00583,2024-05-22,1534,1245
O015105,C02056,P01802,2022-05-21,1724,949
O015106,C08018,P01924,2024-08-30,4095,565
O015107,C08890,P00958,2023-09-15,131,-192
O015108,C08177,P01295,2024-07-31,972,-186
O015109,C05489,P00187,2022-09-19,4090,1140
O015110,C09316,P01797,2022-03-18,4278,1174
O015111,C04563,P01851,2023-06-08,3050,1398
O015112,C06587,P01821,2023-06-10,3060,530
O015113,C02060,P00013,2024-05-27,4844,-270
O015114,C04538,P01522,2024-01-04,1855,619
O015115,C05966,P00098,2023-12-15,4633,121
O015116,C01005,P00747,2023-01-27,346,539
O015117,C06937,P01124,2022-07-10,2218,912
O015118,C03194,P01443,2024-08-21,2333,400
O015119,C03052,P01259,2024-01-20,2977,-74
O015120,C09761,P01529,2022-11-02,4971,924
O015121,C06241,P01831,2023-03-27,1392,84
O015122,C04698,P01579,2024-01-09,2330,-335
O015123,C03540,P00726,2024-06-06,4405,1212
O015124,C03140,P01180,2022-01-30,320,1070
O015125,C02532,P00781,2022-08-03,4996,1186
O015126,C03405,P01399,2024-05-05,1329,-162
O015127,C08637,P01192,2024-08-18,3955,952
O015128,C07970,P01444,2024-09-18,2572,1369
O015129,C08684,P00707,2022-03-14,3772,1341
O015130,C05116,P00489,2024-06-28,3726,834
O015131,C00083,P01633,2022-12-16,2388,1174
O015132,C00842,P01829,2022-08-08,495,-438
O015133,C09566,P01376,2023-10-19,215,-22
O015134,C00434,P01815,2024-05-10,4521,1234
O015135,C08269,P00435,2023-12-19,3399,-489
O015136,C07292,P01263,2022-08-10,2105,318
O015137,C09537,P01159,2022-09-04,1637,1260
O015138,C06840,P00094,2024-06-15,2218,1275
O015139,C08960,P01596,2024-07-16,171,229
O015140,C04929,P00904,2023-08-19,226,345
O015141,C08445,P01532,2022-01-01,997,-173
O015142,C08249,P01372,2024-05-03,1808,-315
O015143,C08788,P00989,2022-01-20,81,-77
O015144,C09643,P01666,2022-06-27,4421,1172
O015145,C05612,P01984,2024-07-28,2291,651
O015146,C08669,P01768,2024-07-29,3696,4
O015147,C00151,P00041,2023-05-15,197,925
O015148,C09552,P01446,2024-07-12,4921,74
O015149,C03986,P01207,2022-06-23,2605,-47
O015150,C03339,P01995,2024-04-27,3848,1046
O015151,C00423,P01428,2023-08-02,3391,1462
O015152,C05356,P01854,2024-01-22,4272,526
O015153,C00805,P01680,2024-01-30,3514,-452
O015154,C03417,P00717,2022-04-03,230,1057
O015155,C00166,P01922,2023-11-28,1481,558
O015156,C05320,P00830,2022-07-01,725,-122
O015157,C09082,P00965,2024-08-27,4284,-159
O015158,C01404,P01289,2024-06-06,3634,-198
O015159,C04453,P00517,2022-12-21,812,1326
O015160,C07519,P01932,2024-03-18,4648,1166
O015161,C01624,P01786,2023-02-04,3481,82
O015162,C00664,P01690,2022-04-07,2906,963
O015163,C00946,P00419,2023-03-20,2013,1077
O015164,C02002,P01261,2024-06-14,1692,743
O015165,C05297,P00605,2024-01-26,4528,1182
O015166,C03594,P00752,2022-10-04,2079,1002
O015167,C02349,P00305,2023-12-21,4098,645
O015168,C05236,P01046,2022-07-23,3708,730
O015169,C03373,P00619,2022-12-10,2776,-136
O015170,C02153,P01288,2024-05-27,3260,534
O015171,C05598,P01508,2023-08-07,3840,-404
O015172,C00361,P00247,2022-09-23,4505,767
O015173,C00290,P00657,2022-12-08,4266,-290
O015174,C08827,P01634,2023-10-22,113,249
O015175,C07601,P00901,2023-02-12,3174,603
O015176,C02244,P00945,2022-11-24,2023,436
O015177,C05959,P00083,2022-11-19,58,1484
O015178,C01360,P00462,2024-01-20,2325,317
O015179,C08616,P00449,2024-06-08,686,-394
O015180,C03368,P01416,2022-06-18,3484,479
O015181,C08331,P01399,2022-03-15,1062,1432
O015182,C09428,P00173,2023-12-25,4274,543
O015183,C04411,P01687,2023-02-02,3993,-138
O015184,C05156,P01701,2023-03-05,1825,1186
O015185,C06524,P00529,2022-03-03,879,1463
O015186,C05121,P01636,2022-05-11,170,1169
O015187,C06127,P01167,2023-12-30,4337,866
O015188,C09693,P01887,2023-08-06,906,1386
O015189,C08052,P01804,2024-02-08,1786,1009
O015190,C07856,P01436,2022-06-14,3297,268
O015191,C08717,P01910,2023-02-20,3402,691
O015192,C07354,P01018,2022-07-26,195,91
O015193,C04333,P00357,2023-06-25,435,820
O015194,C00288,P00576,2024-05-26,383,634
O015195,C05802,P00089,2024-08-16,612,856
O015196,C09948,P00820,2023-06-30,2164,1498
O015197,C02254,P01515,2023-02-17,2959,736
O015198,C06971,P00390,2023-04-19,1908,199
O015199,C05967,P00496,2022-01-11,2978,996
O015200,C06013,P01638,2022-04-13,1674,986
O015201,C06749,P01254,2022-02-09,4250,1153
O015202,C02849,P00955,2024-07-06,4240,1029
O015203,C07814,P01594,2024-03-17,4263,594
O015204,C06520,P01866,2024-02-28,531,1358
O015205,C06169,P01969,2022-09-08,827,188
O015206,C07044,P01550,2022-05-09,4477,1228
O015207,C03694,P01337,2022-08-07,1612,1475
O015208,C05712,P01343,2024-03-22,574,60
O015209,C04661,P01889,2022-07-22,1303,754
O015210,C08428,P01055,2022-04-10,684,870
O015211,C00904,P00289,2023-03-09,1530,214
O015212,C03750,P01257,2024-08-11,4487,-288
O015213,C09232,P01429,2023-11-21,324,1209
O015214,C02923,P00903,2022-10-26,2975,1157
O015215,C01505,P01985,2024-04-25,2807,1011
O015216,C01017,P01903,2023-09-15,3902,-154
O015217,C06327,P01474,2022-10-13,4693,769
O015218,C02823,P01247,2023-05-04,1654,161
O015219,C02511,P01828,2023-11-16,3103,-47
O015220,C03983,P00813,2022-02-26,1104,-376
O015221,C00621,P00175,2024-03-24,2806,-299
O015222,C02152,P00487,2023-03-27,322,-139
O015223,C00918,P00423,2022-03-27,821,1123
O015224,C07904,P01637,2023-06-08,518,1021
O015225,C09621,P00259,2022-01-15,2060,524
O015226,C00905,P00816,2022-01-28,2516,807
O015227,C09757,P00356,2022-05-30,2355,573
O015228,C02175,P00251,2023-10-19,4384,1053
O015229,C08985,P01875,2023-01-02,3497,91
O015230,C01884,P01828,2023-12-12,2493,1135
O015231,C03231,P01582,2023-04-13,4463,1464
O015232,C00510,P01902,2023-01-31,2046,-436
O015233,C04649,P00716,2023-03-22,2293,813
O015234,C07012,P00608,2023-09-02,4656,1478
O015235,C02786,P00349,2022-11-03,1605,806
O015236,C07503,P00044,2024-05-05,4470,239
O015237,C00752,P00683,2022-04-01,165,1484
O015238,C02182,P00884,2022-10-28,1997,598
O015239,C04729,P00136,2022-08-29,3479,-340
O015240,C06893,P01929,2022-10-24,3319,106
O015241,C03547,P00983,2023-05-28,4096,1143
O015242,C02626,P01937,2024-03-23,3338,687
O015243,C06018,P01242,2024-09-08,1863,1305
O015244,C03776,P00441,2024-01-27,4525,350
O015245,C01743,P00750,2022-11-07,680,220
O015246,C08536,P00173,2022-05-30,3206,1295
O015247,C05850,P01462,2023-04-02,1251,1032
O015248,C06002,P01297,2023-01-15,1893,-3
O015249,C02790,P00740,2022-08-31,3025,621
O015250,C02738,P00816,2022-11-25,4019,1443
O015251,C04569,P01639,2023-06-26,2980,-6
O015252,C01476,P01435,2022-08-31,2065,672
O015253,C00833,P01097,2022-12-19,3973,914
O015254,C05087,P00175,2023-05-09,956,269
O015255,C03104,P00096,2023-02-08,3727,1103
O015256,C09207,P01598,2024-08-30,1438,1442
O015257,C07147,P01996,2024-07-11,2361,948
O015258,C06001,P00518,2022-09-25,3801,-132
O015259,C08160,P00653,2024-03-14,682,148
O015260,C03025,P00913,2023-10-24,962,-499
O015261,C07042,P01343,2023-12-29,3908,1373
O015262,C07953,P01099,2024-05-05,2280,-439
O015263,C08164,P00220,2023-11-28,1087,-21
O015264,C02062,P01455,2022-12-02,2948,927
O015265,C06104,P01054,2022-06-15,143,1334
O015266,C09979,P01799,2022-03-05,2405,80
O015267,C00964,P00147,2022-07-10,1652,-123
O015268,C04377,P00845,2023-12-31,4369,1110
O015269,C00019,P00253,2023-07-21,1652,634
O015270,C07514,P01377,2024-08-25,974,-297
O015271,C03447,P00369,2023-11-27,1862,849
O015272,C05156,P00626,2022-12-20,2737,-364
O015273,C08644,P01097,2022-08-04,2987,1213
O015274,C06185,P01130,2022-10-04,2858,1124
O015275,C06521,P00583,2022-08-05,1140,456
O015276,C02674,P00409,2022-12-20,4006,1206
O015277,C03417,P00610,2022-09-12,1389,506
O015278,C07943,P01795,2022-11-03,3473,360
O015279,C07997,P00506,2024-06-09,1415,-139
O015280,C06997,P01225,2023-06-11,3684,166
O015281,C05098,P00281,2023-06-28,3579,1200
O015282,C05533,P01617,2023-02-13,937,-30
O015283,C07276,P00229,2023-06-12,1381,-154
O015284,C07431,P01717,2024-03-02,504,388
O015285,C03654,P00556,2022-06-26,3992,1308
O015286,C05587,P00681,2023-07-12,4703,449
O015287,C03837,P01811,2022-08-10,4183,157
O015288,C09165,P01830,2023-08-17,4798,171
O015289,C01625,P01269,2023-10-21,4285,408
O015290,C06189,P01710,2022-12-09,577,-335
O015291,C08400,P00228,2022-01-07,3544,-289
O015292,C08003,P01330,2022-10-02,719,31
O015293,C03413,P00123,2023-08-11,4069,-481
O015294,C09878,P00546,2022-11-21,294,-195
O015295,C08284,P01082,2023-02-07,4335,1225
O015296,C09462,P00481,2023-03-13,2982,409
O015297,C04222,P01970,2023-01-12,4496,1261
O015298,C08394,P00591,2022-06-02,932,143
O015299,C06971,P00129,2022-01-14,2969,1393
O015300,C01147,P01964,2023-03-20,4426,-123
O015301,C04462,P01288,2023-02-22,4786,687
O015302,C09621,P01476,2023-01-25,2276,285
O015303,C05727,P01514,2022-03-17,1267,363
O015304,C09820,P00147,2023-09-21,1834,1485
O015305,C06532,P01438,2023-11-19,4879,1395
O015306,C06558,P00266,2022-12-13,3006,1452
O015307,C00006,P01115,2024-01-11,1592,130
O015308,C09803,P00144,2023-06-22,3652,488
O015309,C00142,P01716,2022-02-12,1035,126
O015310,C03989,P00632,2024-04-21,227,645
O015311,C03542,P01368,2023-09-26,3979,626
O015312,C00846,P01654,2024-06-07,2833,1224
O015313,C04373,P01856,2023-03-29,465,-416
O015314,C02168,P01161,2023-09-07,3284,525
O015315,C03354,P01815,2022-10-10,1031,1217
O015316,C04764,P01855,2022-10-14,1754,117
O015317,C04959,P01392,2023-01-28,3664,1014
O015318,C06927,P01469,2022-12-17,3862,923
O015319,C08401,P01309,2023-06-22,2098,-493
O015320,C05127,P01066,2023-02-21,1991,-28
O015321,C00621,P01374,2024-03-10,3003,1439
O015322,C07793,P01524,2022-05-21,4052,917
O015323,C03692,P00091,2022-06-20,3068,-342
O015324,C04221,P00160,2024-02-22,1949,-258
O015325,C06816,P00470,2023-05-11,540,952
O015326,C09749,P00230,2023-01-10,4140,-33
O015327,C02793,P00002,2022-08-17,1149,545
O015328,C00082,P00090,2022-08-11,727,900
O015329,C08222,P00479,2022-01-29,1351,234
O015330,C00280,P00232,2023-04-10,2222,1484
O015331,C05332,P00235,2023-08-04,3375,345
O015332,C06614,P00914,2022-06-07,2932,1272
O015333,C00262,P00144,2023-10-08,1680,1225
O015334,C03647,P01984,2023-12-13,329,1337
O015335,C09492,P00790,2023-06-07,4642,423
O015336,C06163,P00818,2022-01-17,1093,95
O015337,C06199,P00072,2024-03-04,1961,35
O015338,C06953,P00994,2022-03-04,4064,172
O015339,C04200,P00126,2023-07-21,3775,530
O015340,C09654,P01006,2024-07-23,4353,-295
O015341,C06994,P01553,2022-07-11,4656,67
O015342,C04576,P01765,2022-08-28,2990,31
O015343,C00129,P00177,2023-09-16,1613,469
O015344,C05101,P01147,2023-03-28,884,175
O015345,C02731,P00790,2023-09-07,2741,-175
O015346,C00311,P01968,2023-10-09,2448,859
O015347,C05449,P00435,2022-09-04,3250,704
O015348,C02413,P00920,2023-04-25,2675,734
O015349,C06574,P01282,2022-10-29,163,808
O015350,C04890,P00431,2023-10-10,4993,554
O015351,C03680,P00243,2023-08-16,4783,656
O015352,C04264,P00102,2024-03-10,768,-66
O015353,C01649,P00460,2024-01-09,987,53
O015354,C06227,P01019,2024-06-19,1409,-363
O015355,C09809,P00591,2022-12-01,3512,261
O015356,C02657,P00012,2022-05-21,4275,-91
O015357,C07761,P01715,2024-03-17,3900,761
O015358,C03226,P00096,2022-02-01,2145,704
O015359,C07016,P00353,2024-04-09,4526,1025
O015360,C08682,P00451,2022-08-16,3583,486
O015361,C04985,P01670,2023-09-12,3570,711
O015362,C03120,P01726,2022-09-14,4570,1032
O015363,C01250,P01390,2022-03-26,115,476
O015364,C04022,P00247,2024-04-08,2263,1128
O015365,C01072,P01515,2023-07-22,2167,360
O015366,C07159,P00227,2023-12-21,1420,1399
O015367,C06628,P01176,2023-07-27,550,-261
O015368,C00969,P00972,2024-07-03,2439,1000
O015369,C02819,P00273,2024-01-22,4137,-499
O015370,C07262,P01883,2022-08-08,2153,1315
O015371,C03483,P01139,2024-07-30,3197,206
O015372,C00054,P01163,2024-04-02,788,791
O015373,C05301,P00804,2023-08-17,4284,1132
O015374,C06691,P00770,2024-09-20,3477,78
O015375,C05394,P01335,2023-09-30,2020,1322
O015376,C03173,P01138,2022-01-01,726,590
O015377,C04078,P00781,2023-05-17,4289,299
O015378,C05093,P01964,2022-02-27,4565,1137
O015379,C04505,P01429,2022-01-03,1610,930
O015380,C00673,P00470,2023-08-11,607,1043
O015381,C02193,P01939,2023-10-14,3841,-306
O015382,C01717,P01655,2023-03-31,4575,1209
O015383,C07306,P00493,2024-07-12,885,-26
O015384,C03493,P00906,2022-05-22,1189,285
O015385,C02582,P01685,2022-04-06,3985,560
O015386,C04057,P00701,2022-03-14,1917,1406
O015387,C02290,P01844,2022-09-26,3288,-326
O015388,C07424,P01900,2023-03-31,2532,649
O015389,C05428,P00774,2022-10-10,733,1364
O015390,C07696,P00390,2023-01-30,853,477
O015391,C04155,P00221,2022-09-26,3579,1243
O015392,C07798,P00286,2022-10-23,2796,802
O015393,C04831,P00446,2022-10-15,1225,431
O015394,C05577,P00595,2022-09-17,4730,863
O015395,C03012,P01175,2023-02-12,4789,-295
O015396,C09402,P00929,2023-10-15,4608,-443
O015397,C07927,P00359,2024-04-22,4986,147
O015398,C09445,P01254,2023-01-09,584,1124
O015399,C05794,P00482,2022-07-29,4891,-197
O015400,C05219,P01809,2023-09-17,4969,811
O015401,C02642,P00053,2024-07-21,4526,657
O015402,C02014,P01951,2023-07-13,984,1361
O015403,C08525,P01715,2022-03-06,3596,966
O015404,C06402,P00320,2022-01-07,2276,358
O015405,C08455,P00028,2022-04-18,52,118
O015406,C02800,P01627,2022-08-22,3310,1409
O015407,C08590,P01388,2023-08-14,2353,-135
O015408,C08777,P01656,2022-07-27,4748,1301
O015409,C08657,P00652,2024-08-17,435,846
O015410,C04528,P00733,2022-05-08,4818,-375
O015411,C08098,P01988,2023-03-15,409,384
O015412,C00319,P00785,2022-04-22,2996,1472
O015413,C06831,P00693,2024-04-16,3925,1313
O015414,C06768,P00162,2023-07-29,2245,-473
O015415,C00732,P01262,2022-06-22,4445,1035
O015416,C05382,P01277,2022-03-01,176,1269
O015417,C01450,P01744,2024-09-26,428,475
O015418,C02886,P00806,2024-02-21,1530,219
O015419,C01356,P01486,2024-08-07,1941,-202
O015420,C03390,P00387,2024-05-26,3986,1428
O015421,C01366,P01717,2024-03-01,4109,-163
O015422,C09090,P01468,2022-09-30,3772,-477
O015423,C05404,P01577,2022-07-10,3413,-491
O015424,C05657,P01491,2022-11-07,1792,702
O015425,C07837,P00191,2024-09-07,4754,-174
O015426,C01971,P00284,2022-01-26,1670,1106
O015427,C05694,P01191,2022-04-28,264,1097
O015428,C06443,P01682,2023-11-29,3131,978
O015429,C00600,P01843,2022-08-17,1952,1110
O015430,C03182,P01255,2022-09-17,602,74
O015431,C00038,P01121,2022-02-13,982,1106
