CustomerID,Segment,Region
C02318,Consumer,Asia
C02319,Corporate,Asia
C02320,Consumer,US
C02321,Home Office,US
C02322,Corporate,Asia
C02323,Corporate,Asia
C02324,Corporate,Asia
C02325,Home Office,Asia
C02326,Consumer,Europe
C02327,Home Office,Europe
C02328,Corporate,Europe
C02329,Corporate,Europe
C02330,Home Office,US
C02331,Home Office,Europe
C02332,Home Office,Asia
C02333,Consumer,US
C02334,Home Office,Europe
C02335,Home Office,US
C02336,Consumer,US
C02337,Corporate,Europe
C02338,Home Office,Asia
C02339,Corporate,Europe
C02340,Consumer,US
C02341,Home Office,Asia
C02342,Corporate,Europe
C02343,Corporate,Asia
C02344,Home Office,Europe
C02345,Corporate,US
C02346,Home Office,Europe
C02347,Home Office,Asia
C02348,Corporate,US
C02349,Home Office,Asia
C02350,Corporate,US
C02351,Home Office,Asia
C02352,Corporate,US
C02353,Corporate,US
C02354,Consumer,Asia
C02355,Consumer,Europe
C02356,Home Office,US
C02357,Consumer,Europe
C02358,Home Office,US
C02359,Home Office,Asia
C02360,Consumer,Europe
C02361,Corporate,Asia
C02362,Consumer,US
C02363,Consumer,US
C02364,Corporate,Asia
C02365,Consumer,Europe
C02366,Home Office,Asia
C02367,Corporate,Europe
C02368,Consumer,Asia
C02369,Home Office,US
C02370,Home Office,US
C02371,Consumer,Europe
C02372,Corporate,Asia
C02373,Home Office,Asia
C02374,Corporate,Europe
C02375,Consumer,US
C02376,Consumer,US
C02377,Consumer,US
C02378,Consumer,Europe
C02379,Home Office,Europe
C02380,Consumer,Asia
C02381,Corporate,US
C02382,Consumer,US
C02383,Consumer,Asia
C02384,Home Office,US
C02385,Consumer,Asia
C02386,Consumer,US
C02387,Corporate,US
C02388,Home Office,Asia
C02389,Consumer,Europe
C02390,Corporate,Asia
C02391,Consumer,US
C02392,Home Office,US
C02393,Consumer,US
C02394,Home Office,Asia
C02395,Home Office,Europe
C02396,Corporate,Europe
C02397,Home Office,Asia
C02398,Corporate,US
C02399,Home Office,Europe
C02400,Corporate,US
C02401,Corporate,US
C02402,Corporate,Asia
C02403,Home Office,US
C02404,Corporate,Europe
C02405,Home Office,Europe
C02406,Corporate,Europe
C02407,Consumer,Europe
C02408,Home Office,Europe
C02409,Consumer,Europe
C02410,Corporate,Asia
C02411,Consumer,Europe
C02412,Home Office,US
C02413,Consumer,Europe
C02414,Home Office,Europe
C02415,Corporate,Asia
C02416,Corporate,Asia
C02417,Corporate,US
C02418,Consumer,Europe
C02419,Corporate,Asia
C02420,Consumer,US
C02421,Corporate,Europe
C02422,Consumer,Asia
C02423,Corporate,US
C02424,Consumer,US
C02425,Consumer,Asia
C02426,Consumer,US
C02427,Home Office,US
C02428,Consumer,Europe
C02429,Home Office,Europe
C02430,Consumer,US
C02431,Corporate,Europe
C02432,Consumer,US
C02433,Consumer,Asia
C02434,Consumer,US
C02435,Corporate,Asia
C02436,Consumer,Europe
C02437,Home Office,US
C02438,Consumer,Asia
C02439,Home Office,US
C02440,Corporate,US
C02441,Consumer,Asia
C02442,Home Office,US
C02443,Corporate,US
C02444,Home Office,Asia
C02445,Corporate,Europe
C02446,Consumer,Europe
C02447,Home Office,Europe
C02448,Corporate,US
C02449,Home Office,Asia
C02450,Consumer,US
C02451,Consumer,Europe
C02452,Corporate,US
C02453,Corporate,Asia
C02454,Home Office,US
C02455,Consumer,Europe
C02456,Home Office,Asia
C02457,Home Office,US
C02458,Corporate,Europe
C02459,Consumer,Asia
C02460,Consumer,Europe
C02461,Home Office,Asia
C02462,Consumer,US
C02463,Consumer,US
C02464,Home Office,Asia
C02465,Consumer,Europe
C02466,Consumer,Asia
C02467,Home Office,Asia
C02468,Consumer,Europe
C02469,Consumer,US
C02470,Home Office,Asia
C02471,Consumer,US
C02472,Consumer,Europe
C02473,Consumer,US
C02474,Home Office,Asia
C02475,Consumer,Asia
C02476,Home Office,Europe
C02477,Home Office,Europe
C02478,Consumer,US
C02479,Corporate,Europe
C02480,Corporate,Asia
C02481,Home Office,Asia
C02482,Home Office,Asia
C02483,Corporate,Asia
C02484,Home Office,Asia
C02485,Corporate,Europe
C02486,Consumer,Asia
C02487,Corporate,Asia
C02488,Consumer,Asia
C02489,Consumer,Europe
C02490,Consumer,Asia
C02491,Home Office,Asia
C02492,Corporate,Asia
C02493,Home Office,Asia
C02494,Consumer,Asia
C02495,Consumer,Europe
C02496,Corporate,US
C02497,Home Office,US
C02498,Corporate,US
C02499,Home Office,Europe
C02500,Home Office,US
C02501,Home Office,Europe
C02502,Corporate,US
C02503,Home Office,US
C02504,Home Office,Asia
C02505,Consumer,Asia
C02506,Corporate,Asia
C02507,Corporate,Asia
C02508,Corporate,US
C02509,Consumer,Asia
C02510,Home Office,Asia
C02511,Corporate,US
C02512,Corporate,US
C02513,Consumer,US
C02514,Corporate,Asia
C02515,Consumer,Europe
C02516,Home Office,US
C02517,Corporate,Europe
C02518,Home Office,US
C02519,Consumer,Asia
C02520,Home Office,Europe
C02521,Home Office,Asia
C02522,Consumer,Europe
C02523,Consumer,US
C02524,Home Office,Europe
C02525,Consumer,US
C02526,Consumer,Europe
C02527,Consumer,US
C02528,Consumer,US
C02529,Corporate,US
C02530,Consumer,Asia
C02531,Home Office,Asia
C02532,Home Office,US
C02533,Consumer,US
C02534,Consumer,Asia
C02535,Home Office,Asia
C02536,Home Office,Europe
C02537,Corporate,US
C02538,Home Office,US
C02539,Home Office,Europe
C02540,Consumer,Europe
C02541,Corporate,US
C02542,Corporate,US
C02543,Consumer,Europe
C02544,Corporate,Europe
C02545,Home Office,Europe
C02546,Consumer,Asia
C02547,Corporate,US
C02548,Consumer,Europe
C02549,Corporate,US
C02550,Corporate,Asia
C02551,Home Office,Asia
C02552,Consumer,US
C02553,Consumer,US
C02554,Consumer,Asia
C02555,Consumer,Europe
C02556,Corporate,US
C02557,Corporate,Europe
C02558,Consumer,Europe
C02559,Consumer,Europe
C02560,Home Office,Europe
C02561,Corporate,Asia
C02562,Corporate,Europe
C02563,Consumer,Europe
C02564,Corporate,Europe
C02565,Corporate,US
C02566,Consumer,Asia
C02567,Home Office,Asia
C02568,Corporate,US
C02569,Corporate,Asia
C02570,Consumer,Europe
C02571,Corporate,Asia
C02572,Consumer,US
C02573,Corporate,Asia
C02574,Home Office,Europe
C02575,Corporate,Asia
C02576,Corporate,Asia
C02577,Corporate,Europe
C02578,Home Office,Europe
C02579,Consumer,US
C02580,Home Office,US
C02581,Home Office,Asia
C02582,Consumer,US
C02583,Home Office,Asia
C02584,Home Office,Europe
C02585,Corporate,Europe
C02586,Corporate,Europe
C02587,Consumer,US
C02588,Consumer,US
C02589,Home Office,Europe
C02590,Consumer,US
C02591,Home Office,Asia
C02592,Consumer,Asia
C02593,Consumer,Europe
C02594,Home Office,US
C02595,Home Office,Europe
C02596,Corporate,Asia
C02597,Home Office,US
C02598,Home Office,Asia
C02599,Corporate,US
C02600,Corporate,Asia
C02601,Home Office,US
C02602,Consumer,US
C02603,Corporate,US
C02604,Corporate,Asia
C02605,Corporate,US
C02606,Corporate,Asia
C02607,Corporate,Asia
C02608,Corporate,US
C02609,Corporate,US
C02610,Consumer,Europe
C02611,Home Office,Asia
C02612,Consumer,Europe
C02613,Consumer,US
C02614,Home Office,US
C02615,Consumer,US
C02616,Home Office,US
C02617,Home Office,US
C02618,Home Office,Asia
C02619,Corporate,Asia
C02620,Consumer,Asia
C02621,Consumer,US
C02622,Home Office,Asia
C02623,Home Office,Asia
C02624,Home Office,US
C02625,Corporate,Europe
C02626,Home Office,US
C02627,Consumer,US
C02628,Home Office,Europe
C02629,Corporate,US
C02630,Corporate,US
C02631,Consumer,Asia
C02632,Corporate,Europe
C02633,Corporate,Asia
C02634,Home Office,Asia
C02635,Consumer,US
C02636,Home Office,Europe
C02637,Home Office,US
C02638,Consumer,Asia
C02639,Corporate,US
C02640,Consumer,Asia
C02641,Home Office,Asia
C02642,Consumer,US
C02643,Consumer,Asia
C02644,Consumer,US
C02645,Consumer,Asia
C02646,Corporate,Europe
C02647,Home Office,Europe
C02648,Corporate,Europe
C02649,Home Office,US
C02650,Consumer,US
C02651,Consumer,US
C02652,Home Office,Asia
C02653,Consumer,US
C02654,Consumer,Asia
C02655,Home Office,Europe
C02656,Home Office,Europe
C02657,Consumer,Europe
C02658,Home Office,US
C02659,Corporate,Asia
C02660,Home Office,Asia
C02661,Corporate,Asia
C02662,Home Office,US
C02663,Consumer,US
C02664,Home Office,Asia
C02665,Home Office,US
C02666,Consumer,Asia
C02667,Corporate,Asia
C02668,Home Office,US
C02669,Consumer,Asia
C02670,Consumer,US
C02671,Consumer,Asia
C02672,Home Office,Asia
C02673,Home Office,Asia
C02674,Home Office,Europe
C02675,Corporate,Europe
C02676,Home Office,US
C02677,Consumer,US
C02678,Consumer,Asia
C02679,Corporate,Asia
C02680,Corporate,US
C02681,Consumer,Europe
C02682,Consumer,US
C02683,Corporate,Asia
C02684,Corporate,Europe
C02685,Corporate,US
C02686,Consumer,Asia
C02687,Home Office,US
C02688,Corporate,Asia
C02689,Home Office,US
C02690,Consumer,Europe
C02691,Consumer,Europe
C02692,Consumer,Asia
C02693,Corporate,Asia
C02694,Corporate,Asia
C02695,Home Office,Asia
C02696,Consumer,Asia
C02697,Home Office,Asia
C02698,Corporate,US
C02699,Consumer,US
C02700,Consumer,Asia
C02701,Home Office,Europe
C02702,Corporate,US
C02703,Corporate,Europe
C02704,Corporate,Asia
C02705,Corporate,Europe
C02706,Home Office,Europe
C02707,Consumer,US
C02708,Consumer,Europe
C02709,Consumer,Asia
C02710,Corporate,Asia
C02711,Corporate,Asia
C02712,Home Office,Asia
C02713,Corporate,US
C02714,Corporate,US
C02715,Corporate,Europe
C02716,Corporate,Asia
C02717,Home Office,US
C02718,Corporate,Asia
C02719,Consumer,Asia
C02720,Corporate,Asia
C02721,Corporate,US
C02722,Home Office,Europe
C02723,Corporate,US
C02724,Consumer,Asia
C02725,Home Office,US
C02726,Corporate,Asia
C02727,Consumer,Europe
C02728,Consumer,Asia
C02729,Corporate,US
C02730,Consumer,US
C02731,Home Office,Europe
C02732,Consumer,Europe
C02733,Consumer,Asia
C02734,Corporate,Asia
C02735,Corporate,Europe
C02736,Corporate,US
C02737,Consumer,US
C02738,Home Office,Asia
C02739,Corporate,Europe
C02740,Corporate,Asia
C02741,Home Office,Europe
C02742,Consumer,US
C02743,Corporate,US
C02744,Consumer,Asia
C02745,Consumer,US
C02746,Consumer,Asia
C02747,Consumer,Asia
C02748,Home Office,Asia
C02749,Home Office,US
C02750,Corporate,Asia
C02751,Consumer,Asia
C02752,Corporate,Europe
C02753,Home Office,US
C02754,Home Office,Asia
C02755,Corporate,US
C02756,Consumer,US
C02757,Corporate,Europe
C02758,Corporate,Europe
C02759,Home Office,Europe
C02760,Home Office,Europe
C02761,Home Office,Europe
C02762,Home Office,Europe
C02763,Home Office,US
C02764,Home Office,US
C02765,Home Office,Asia
C02766,Home Office,US
C02767,Consumer,US
C02768,Corporate,Asia
C02769,Consumer,Europe
C02770,Consumer,Asia
C02771,Home Office,US
C02772,Consumer,Asia
C02773,Home Office,Europe
C02774,Consumer,Asia
C02775,Corporate,Asia
C02776,Home Office,Europe
C02777,Home Office,Europe
C02778,Consumer,Europe
C02779,Corporate,Europe
C02780,Home Office,US
C02781,Corporate,US
C02782,Corporate,US
C02783,Home Office,Europe
C02784,Consumer,Asia
C02785,Home Office,US
C02786,Home Office,Europe
C02787,Consumer,Europe
C02788,Consumer,Asia
C02789,Consumer,US
C02790,Corporate,US
C02791,Corporate,US
C02792,Consumer,US
C02793,Home Office,Europe
C02794,Home Office,Asia
C02795,Consumer,US
C02796,Consumer,US
C02797,Consumer,Asia
C02798,Corporate,US
C02799,Corporate,US
C02800,Home Office,Asia
C02801,Corporate,Europe
C02802,Home Office,Europe
C02803,Corporate,Asia
C02804,Corporate,US
C02805,Corporate,US
C02806,Home Office,Asia
C02807,Home Office,Asia
C02808,Corporate,US
C02809,Home Office,Europe
C02810,Home Office,US
C02811,Corporate,Asia
C02812,Consumer,Europe
C02813,Consumer,US
C02814,Corporate,Europe
C02815,Home Office,US
C02816,Home Office,Asia
C02817,Corporate,US
C02818,Consumer,Europe
C02819,Home Office,Europe
C02820,Consumer,US
C02821,Corporate,US
C02822,Corporate,Europe
C02823,Consumer,Asia
C02824,Consumer,Asia
C02825,Corporate,US
C02826,Consumer,Asia
C02827,Home Office,Europe
C02828,Corporate,US
C02829,Home Office,Europe
C02830,Corporate,Asia
C02831,Home Office,Europe
C02832,Home Office,Europe
C02833,Consumer,US
C02834,Corporate,US
C02835,Corporate,Europe
C02836,Consumer,Asia
C02837,Home Office,US
C02838,Consumer,Europe
C02839,Corporate,Europe
C02840,Home Office,Asia
C02841,Home Office,Asia
C02842,Home Office,Asia
C02843,Consumer,Asia
C02844,Corporate,Europe
C02845,Corporate,Europe
C02846,Consumer,Europe
C02847,Corporate,US
C02848,Consumer,Asia
C02849,Consumer,Asia
C02850,Corporate,US
C02851,Corporate,Europe
C02852,Consumer,US
C02853,Corporate,Asia
C02854,Home Office,Europe
C02855,Corporate,Asia
C02856,Corporate,Europe
C02857,Home Office,US
C02858,Home Office,Asia
C02859,Corporate,US
C02860,Home Office,US
C02861,Corporate,US
C02862,Home Office,Europe
C02863,Consumer,Europe
C02864,Corporate,Europe
C02865,Consumer,US
C02866,Corporate,US
C02867,Consumer,Asia
C02868,Home Office,US
C02869,Corporate,US
C02870,Corporate,Asia
C02871,Consumer,Europe
C02872,Consumer,Asia
C02873,Home Office,Asia
C02874,Consumer,Asia
C02875,Corporate,Europe
C02876,Home Office,Asia
C02877,Consumer,Europe
C02878,Consumer,Europe
C02879,Home Office,US
C02880,Home Office,Asia
C02881,Consumer,Europe
C02882,Corporate,Europe
C02883,Corporate,Europe
C02884,Corporate,Europe
C02885,Home Office,US
C02886,Corporate,Europe
C02887,Corporate,US
C02888,Corporate,Asia
C02889,Corporate,US
C02890,Corporate,US
C02891,Corporate,Europe
C02892,Consumer,Asia
C02893,Corporate,Europe
C02894,Home Office,US
C02895,Consumer,Asia
C02896,Corporate,US
C02897,Home Office,Asia
C02898,Corporate,US
C02899,Home Office,Europe
C02900,Home Office,US
C02901,Home Office,Europe
C02902,Corporate,Europe
C02903,Corporate,Europe
C02904,Consumer,Europe
C02905,Consumer,US
C02906,Consumer,Europe
C02907,Home Office,US
C02908,Consumer,Asia
C02909,Consumer,Asia
C02910,Home Office,Europe
C02911,Home Office,Asia
C02912,Corporate,Asia
C02913,Home Office,Asia
C02914,Consumer,Europe
C02915,Consumer,Europe
C02916,Corporate,Europe
C02917,Consumer,US
C02918,Corporate,US
C02919,Consumer,US
C02920,Consumer,Asia
C02921,Home Office,Europe
C02922,Consumer,US
C02923,Corporate,Europe
C02924,Consumer,Asia
C02925,Corporate,Europe
C02926,Consumer,Europe
C02927,Home Office,US
C02928,Home Office,Europe
C02929,Consumer,Europe
C02930,Home Office,US
C02931,Consumer,Europe
C02932,Consumer,Asia
C02933,Corporate,Asia
C02934,Consumer,US
C02935,Consumer,US
C02936,Home Office,US
C02937,Corporate,Europe
C02938,Home Office,Asia
C02939,Consumer,US
C02940,Corporate,Europe
C02941,Consumer,US
C02942,Corporate,US
C02943,Home Office,US
C02944,Consumer,US
C02945,Corporate,US
C02946,Corporate,Asia
C02947,Corporate,Europe
C02948,Consumer,US
C02949,Consumer,Europe
C02950,Home Office,Europe
C02951,Home Office,US
C02952,Consumer,Europe
C02953,Home Office,Asia
C02954,Corporate,US
C02955,Home Office,US
C02956,Home Office,US
C02957,Consumer,US
C02958,Consumer,US
C02959,Consumer,Asia
C02960,Consumer,US
C02961,Corporate,Asia
C02962,Consumer,US
C02963,Consumer,Europe
C02964,Consumer,Europe
C02965,Corporate,Europe
C02966,Home Office,US
C02967,Home Office,US
C02968,Consumer,Asia
C02969,Corporate,Asia
C02970,Consumer,Asia
C02971,Consumer,Asia
C02972,Consumer,Europe
C02973,Consumer,Asia
C02974,Corporate,US
C02975,Consumer,US
C02976,Corporate,Asia
C02977,Consumer,Europe
C02978,Corporate,Europe
C02979,Home Office,Europe
C02980,Consumer,US
C02981,Home Office,US
C02982,Home Office,US
C02983,Corporate,US
C02984,Home Office,US
C02985,Corporate,Europe
C02986,Corporate,Asia
C02987,Consumer,US
C02988,Consumer,Europe
C02989,Consumer,US
C02990,Corporate,Asia
C02991,Consumer,US
C02992,Home Office,US
C02993,Corporate,US
C02994,Corporate,Asia
C02995,Consumer,US
C02996,Home Office,Europe
C02997,Home Office,US
C02998,Corporate,Asia
C02999,Corporate,US
C03000,Corporate,US
C03001,Consumer,US
C03002,Corporate,US
C03003,Consumer,Asia
C03004,Consumer,Asia
C03005,Consumer,Asia
C03006,Corporate,Europe
C03007,Consumer,Asia
C03008,Consumer,US
C03009,Corporate,Europe
C03010,Corporate,Asia
C03011,Consumer,Europe
C03012,Corporate,Asia
C03013,Consumer,Europe
C03014,Corporate,Europe
C03015,Consumer,US
C03016,Corporate,Asia
C03017,Consumer,US
C03018,Corporate,Asia
C03019,Corporate,US
C03020,Home Office,Asia
C03021,Consumer,Asia
C03022,Corporate,Europe
C03023,Corporate,Europe
C03024,Consumer,Asia
C03025,Home Office,Asia
C03026,Consumer,US
C03027,Corporate,Asia
C03028,Consumer,Europe
C03029,Home Office,Asia
C03030,Consumer,Asia
C03031,Corporate,Asia
C03032,Home Office,US
C03033,Corporate,US
C03034,Home Office,Europe
C03035,Home Office,US
C03036,Corporate,Asia
C03037,Consumer,Europe
C03038,Home Office,Asia
C03039,Corporate,US
C03040,Consumer,Asia
C03041,Home Office,Europe
C03042,Home Office,Europe
C03043,Home Office,Asia
C03044,Consumer,Europe
C03045,Corporate,Asia
C03046,Home Office,US
C03047,Consumer,US
C03048,Home Office,Asia
C03049,Corporate,US
C03050,Consumer,Asia
C03051,Corporate,Asia
C03052,Corporate,Europe
C03053,Consumer,Europe
C03054,Home Office,US
C03055,Corporate,Europe
C03056,Consumer,Europe
C03057,Consumer,Europe
C03058,Consumer,Asia
C03059,Consumer,Europe
C03060,Consumer,US
C03061,Consumer,US
C03062,Home Office,US
C03063,Home Office,Europe
C03064,Home Office,Asia
C03065,Consumer,US
C03066,Consumer,Asia
C03067,Home Office,US
C03068,Home Office,Europe
C03069,Consumer,US
C03070,Home Office,Europe
C03071,Consumer,US
C03072,Home Office,Europe
C03073,Corporate,Asia
C03074,Home Office,Asia
C03075,Home Office,US
C03076,Consumer,Asia
C03077,Home Office,Europe
C03078,Consumer,US
C03079,Home Office,US
C03080,Corporate,Europe
C03081,Corporate,US
C03082,Home Office,Europe
C03083,Home Office,Asia
C03084,Corporate,Europe
C03085,Home Office,Europe
C03086,Consumer,US
C03087,Consumer,US
C03088,Home Office,Asia
C03089,Corporate,Europe
C03090,Corporate,Europe
C03091,Corporate,Asia
C03092,Home Office,Europe
C03093,Corporate,Asia
C03094,Corporate,Asia
C03095,Corporate,US
C03096,Corporate,US
C03097,Consumer,Europe
C03098,Corporate,US
C03099,Home Office,US
C03100,Corporate,US
C03101,Home Office,Europe
C03102,Consumer,Asia
C03103,Home Office,Asia
C03104,Home Office,Asia
C03105,Consumer,US
C03106,Home Office,Asia
C03107,Corporate,Europe
C03108,Consumer,Europe
C03109,Consumer,US
C03110,Corporate,Asia
C03111,Home Office,US
C03112,Consumer,US
C03113,Home Office,Asia
C03114,Home Office,Europe
C03115,Home Office,US
C03116,Consumer,US
C03117,Home Office,Asia
C03118,Home Office,Europe
C03119,Consumer,Asia
C03120,Consumer,US
C03121,Consumer,Asia
C03122,Consumer,Asia
C03123,Corporate,US
C03124,Consumer,US
C03125,Home Office,US
C03126,Consumer,Europe
C03127,Consumer,Asia
C03128,Corporate,Asia
C03129,Consumer,Europe
C03130,Consumer,Europe
C03131,Corporate,Asia
C03132,Corporate,US
C03133,Consumer,Asia
C03134,Home Office,US
C03135,Consumer,Asia
C03136,Home Office,Europe
C03137,Consumer,Europe
C03138,Corporate,US
C03139,Corporate,US
C03140,Consumer,US
C03141,Home Office,US
C03142,Consumer,US
C03143,Home Office,Asia
C03144,Home Office,Asia
C03145,Corporate,Asia
C03146,Consumer,Europe
C03147,Corporate,Europe
C03148,Consumer,Europe
C03149,Corporate,Asia
C03150,Consumer,Europe
C03151,Consumer,Asia
C03152,Home Office,Europe
C03153,Consumer,US
C03154,Corporate,Europe
C03155,Home Office,US
C03156,Consumer,Asia
C03157,Home Office,Asia
C03158,Consumer,Asia
C03159,Corporate,US
C03160,Corporate,US
C03161,Home Office,Asia
C03162,Home Office,Asia
C03163,Corporate,US
C03164,Home Office,Europe
C03165,Corporate,Asia
C03166,Home Office,US
C03167,Corporate,Europe
C03168,Consumer,Europe
C03169,Consumer,Europe
C03170,Consumer,Asia
C03171,Corporate,Asia
C03172,Corporate,Asia
C03173,Corporate,Europe
C03174,Consumer,Europe
C03175,Home Office,US
C03176,Corporate,Europe
C03177,Consumer,Europe
C03178,Corporate,Asia
C03179,Home Office,Asia
C03180,Corporate,US
C03181,Consumer,Asia
C03182,Home Office,Asia
C03183,Home Office,Europe
C03184,Consumer,US
C03185,Corporate,Asia
C03186,Home Office,Asia
C03187,Consumer,Asia
C03188,Corporate,US
C03189,Corporate,Europe
C03190,Consumer,Asia
C03191,Consumer,US
C03192,Consumer,Asia
C03193,Consumer,Asia
C03194,Consumer,Asia
C03195,Home Office,Europe
C03196,Consumer,US
C03197,Consumer,US
C03198,Corporate,Europe
C03199,Home Office,US
C03200,Home Office,Europe
C03201,Home Office,Europe
C03202,Home Office,Europe
C03203,Corporate,US
C03204,Consumer,Asia
C03205,Corporate,US
C03206,Corporate,Asia
C03207,Consumer,US
C03208,Home Office,Asia
C03209,Home Office,Europe
C03210,Corporate,Asia
C03211,Home Office,Europe
C03212,Corporate,Asia
C03213,Corporate,Asia
C03214,Corporate,US
C03215,Consumer,Europe
C03216,Home Office,Asia
C03217,Corporate,Europe
C03218,Consumer,Europe
C03219,Home Office,US
C03220,Corporate,Europe
C03221,Home Office,Europe
C03222,Consumer,US
C03223,Home Office,Europe
C03224,Home Office,Europe
C03225,Home Office,Asia
C03226,Corporate,Asia
C03227,Corporate,US
C03228,Consumer,US
C03229,Home Office,Asia
C03230,Home Office,Europe
C03231,Consumer,Asia
C03232,Corporate,US
C03233,Corporate,Asia
C03234,Corporate,Asia
C03235,Home Office,Europe
C03236,Consumer,Asia
C03237,Consumer,Europe
C03238,Corporate,Europe
C03239,Corporate,US
C03240,Home Office,Europe
C03241,Home Office,Asia
C03242,Corporate,Europe
C03243,Consumer,Europe
C03244,Home Office,Europe
C03245,Consumer,Asia
C03246,Consumer,Europe
C03247,Consumer,US
C03248,Home Office,US
C03249,Consumer,US
C03250,Corporate,Asia
C03251,Home Office,Asia
C03252,Consumer,Asia
C03253,Home Office,Europe
C03254,Consumer,Europe
C03255,Home Office,US
C03256,Consumer,Europe
C03257,Corporate,Asia
C03258,Corporate,US
C03259,Corporate,US
C03260,Corporate,US
C03261,Home Office,Europe
C03262,Consumer,Europe
C03263,Consumer,Asia
C03264,Home Office,US
C03265,Home Office,US
C03266,Consumer,Europe
C03267,Corporate,Asia
C03268,Corporate,Europe
C03269,Consumer,US
C03270,Home Office,US
C03271,Home Office,Europe
C03272,Home Office,Europe
C03273,Home Office,Asia
C03274,Consumer,Asia
C03275,Consumer,Europe
C03276,Corporate,Asia
C03277,Consumer,US
C03278,Home Office,US
C03279,Corporate,Asia
C03280,Home Office,Asia
C03281,Consumer,Asia
C03282,Consumer,US
C03283,Corporate,Asia
C03284,Home Office,Asia
C03285,Consumer,Europe
C03286,Consumer,US
C03287,Corporate,Europe
C03288,Home Office,US
C03289,Corporate,Asia
C03290,Corporate,US
C03291,Consumer,Asia
C03292,Home Office,US
C03293,Home Office,US
C03294,Consumer,US
C03295,Consumer,Europe
C03296,Corporate,Asia
C03297,Consumer,US
C03298,Home Office,Europe
C03299,Consumer,Europe
C03300,Home Office,Europe
C03301,Corporate,Asia
C03302,Consumer,Asia
C03303,Consumer,Europe
C03304,Consumer,US
C03305,Consumer,US
C03306,Corporate,Asia
C03307,Home Office,Asia
C03308,Home Office,US
C03309,Corporate,Asia
C03310,Corporate,Europe
C03311,Consumer,Europe
C03312,Corporate,Asia
C03313,Corporate,US
C03314,Consumer,Europe
C03315,Corporate,Asia
C03316,Corporate,Europe
C03317,Consumer,Asia
C03318,Consumer,Europe
C03319,Consumer,Europe
C03320,Corporate,Europe
C03321,Home Office,Asia
C03322,Consumer,US
C03323,Home Office,Europe
C03324,Corporate,Asia
C03325,Consumer,Europe
C03326,Consumer,Europe
C03327,Consumer,US
C03328,Consumer,Europe
C03329,Consumer,Europe
C03330,Consumer,Europe
C03331,Home Office,Europe
C03332,Corporate,Europe
C03333,Home Office,Asia
C03334,Consumer,Europe
C03335,Consumer,Asia
C03336,Consumer,Asia
C03337,Corporate,Europe
C03338,Corporate,US
C03339,Home Office,Europe
C03340,Home Office,Europe
C03341,Home Office,Europe
C03342,Home Office,Europe
C03343,Home Office,Europe
C03344,Home Office,Europe
C03345,Consumer,Europe
C03346,Home Office,US
C03347,Consumer,Europe
C03348,Home Office,US
C03349,Corporate,Europe
C03350,Home Office,Europe
C03351,Consumer,Asia
C03352,Corporate,Asia
C03353,Corporate,Asia
C03354,Consumer,US
C03355,Home Office,Asia
C03356,Consumer,Asia
C03357,Home Office,US
C03358,Home Office,Asia
C03359,Consumer,US
C03360,Consumer,Asia
C03361,Home Office,Europe
C03362,Home Office,Asia
C03363,Home Office,Europe
C03364,Home Office,US
C03365,Home Office,Europe
C03366,Consumer,Asia
C03367,Consumer,Europe
C03368,Corporate,US
C03369,Consumer,US
C03370,Home Office,Asia
C03371,Corporate,Europe
C03372,Home Office,US
C03373,Home Office,Asia
C03374,Corporate,Asia
C03375,Consumer,US
C03376,Consumer,Asia
C03377,Consumer,Europe
C03378,Home Office,Asia
C03379,Corporate,US
C03380,Consumer,US
C03381,Consumer,Europe
C03382,Consumer,Asia
C03383,Consumer,Europe
C03384,Home Office,US
C03385,Consumer,Europe
C03386,Home Office,US
C03387,Home Office,Asia
C03388,Consumer,Asia
C03389,Home Office,Europe
C03390,Home Office,Europe
C03391,Home Office,Asia
C03392,Corporate,Europe
C03393,Consumer,Europe
C03394,Home Office,Asia
C03395,Corporate,US
C03396,Home Office,Europe
C03397,Consumer,Europe
C03398,Home Office,Europe
C03399,Corporate,US
C03400,Consumer,US
C03401,Home Office,US
C03402,Corporate,US
C03403,Corporate,US
C03404,Home Office,Asia
C03405,Corporate,Asia
C03406,Corporate,Europe
C03407,Home Office,Asia
C03408,Home Office,Asia
C03409,Corporate,US
C03410,Corporate,Asia
C03411,Corporate,Europe
C03412,Consumer,US
C03413,Consumer,US
C03414,Corporate,Europe
C03415,Consumer,Europe
C03416,Home Office,US
C03417,Home Office,Asia
C03418,Home Office,Europe
C03419,Consumer,Asia
C03420,Corporate,US
C03421,Consumer,US
C03422,Consumer,Europe
C03423,Home Office,Asia
C03424,Corporate,US
C03425,Corporate,Europe
C03426,Consumer,US
C03427,Corporate,Europe
C03428,Corporate,Europe
C03429,Corporate,US
C03430,Home Office,Europe
C03431,Consumer,Asia
C03432,Home Office,Asia
C03433,Consumer,Europe
C03434,Home Office,Asia
C03435,Corporate,US
C03436,Consumer,US
C03437,Corporate,Europe
C03438,Consumer,Asia
C03439,Consumer,Europe
C03440,Home Office,Asia
C03441,Consumer,Europe
C03442,Consumer,Europe
C03443,Home Office,Europe
C03444,Corporate,US
C03445,Consumer,Europe
C03446,Corporate,US
C03447,Corporate,US
C03448,Home Office,Europe
C03449,Home Office,Europe
C03450,Home Office,Asia
C03451,Corporate,US
C03452,Consumer,US
C03453,Consumer,Europe
