TransactionID,Date,AccountID,TransactionType,Amount
T006197,2021-05-19,A002,Deposit,3664
T006198,2023-02-12,A003,Deposit,1424
T006199,2022-07-18,A004,Deposit,8129
T006200,2021-01-03,A002,Deposit,2472
T006201,2023-01-11,A001,Deposit,1753
T006202,2022-04-24,A004,Deposit,5802
T006203,2021-12-29,A001,Withdrawal,-2626
T006204,2021-03-30,A002,Withdrawal,-1990
T006205,2022-05-01,A004,Deposit,-3999
T006206,2022-04-19,A002,Withdrawal,438
T006207,2023-05-20,A002,Withdrawal,4668
T006208,2023-09-23,A001,Withdrawal,3001
T006209,2023-07-28,A001,Deposit,969
T006210,2022-03-30,A003,Withdrawal,5125
T006211,2022-07-14,A001,Withdrawal,-1732
T006212,2022-05-15,A001,Withdrawal,-2835
T006213,2023-05-16,A002,Deposit,8337
T006214,2023-12-23,A004,Withdrawal,-3476
T006215,2022-11-07,A002,Deposit,3109
T006216,2022-12-30,A001,Withdrawal,-4845
T006217,2022-09-19,A004,Withdrawal,-2536
T006218,2022-11-25,A001,Withdrawal,2195
T006219,2022-04-04,A001,Deposit,3678
T006220,2022-01-05,A003,Deposit,4622
T006221,2023-10-31,A001,Withdrawal,4843
T006222,2021-10-14,A003,Deposit,5203
T006223,2021-01-09,A002,Withdrawal,7904
T006224,2022-04-18,A003,Deposit,3475
T006225,2023-10-12,A004,Withdrawal,4562
T006226,2023-12-14,A004,Deposit,3326
T006227,2022-07-15,A001,Withdrawal,-3413
T006228,2021-08-06,A004,Deposit,-4719
T006229,2021-03-02,A001,Deposit,5000
T006230,2023-11-02,A003,Withdrawal,-3553
T006231,2022-07-22,A004,Deposit,-2577
T006232,2022-11-27,A003,Withdrawal,135
T006233,2021-11-07,A004,Deposit,5205
T006234,2023-01-05,A001,Withdrawal,4918
T006235,2022-02-23,A003,Withdrawal,9015
T006236,2021-02-08,A002,Withdrawal,5371
T006237,2023-05-22,A002,Deposit,-879
T006238,2023-03-30,A002,Withdrawal,-2920
T006239,2023-03-11,A001,Withdrawal,8604
T006240,2022-11-07,A001,Withdrawal,7109
T006241,2021-12-04,A001,Withdrawal,8901
T006242,2022-03-01,A003,Withdrawal,-2745
T006243,2021-11-01,A003,Deposit,350
T006244,2021-12-24,A002,Deposit,3360
T006245,2022-07-09,A003,Withdrawal,2624
T006246,2022-11-30,A001,Deposit,6404
T006247,2021-06-05,A001,Deposit,2563
T006248,2023-09-19,A001,Deposit,3610
T006249,2022-10-24,A001,Deposit,5561
T006250,2021-05-04,A002,Withdrawal,8267
T006251,2021-04-08,A004,Withdrawal,9893
T006252,2023-11-26,A003,Deposit,1721
T006253,2023-02-09,A004,Deposit,-334
T006254,2021-10-12,A003,Withdrawal,1663
T006255,2023-09-23,A002,Withdrawal,4523
T006256,2022-12-16,A004,Deposit,-3617
T006257,2023-03-28,A004,Withdrawal,-3373
T006258,2023-02-20,A003,Deposit,2498
T006259,2021-11-19,A002,Withdrawal,3740
T006260,2022-07-19,A002,Deposit,2731
T006261,2022-06-25,A003,Withdrawal,5281
T006262,2022-11-04,A002,Deposit,-2958
T006263,2023-06-14,A002,Deposit,180
T006264,2021-06-21,A002,Deposit,-464
T006265,2023-11-18,A001,Withdrawal,3384
T006266,2021-11-03,A001,Deposit,5287
T006267,2022-07-11,A002,Withdrawal,5120
T006268,2023-10-21,A001,Deposit,9772
T006269,2022-04-02,A002,Withdrawal,4272
T006270,2024-02-16,A003,Deposit,-4522
T006271,2023-05-20,A002,Deposit,1198
T006272,2022-07-16,A003,Deposit,2350
T006273,2024-02-19,A001,Withdrawal,3769
T006274,2021-11-23,A001,Withdrawal,3031
T006275,2023-09-13,A003,Withdrawal,5897
T006276,2022-03-22,A002,Deposit,-3529
T006277,2022-06-16,A002,Deposit,-2235
T006278,2024-02-24,A004,Withdrawal,4228
T006279,2023-08-17,A002,Withdrawal,2854
T006280,2021-08-06,A004,Deposit,-1830
T006281,2022-11-12,A003,Deposit,-4037
T006282,2023-07-18,A003,Deposit,391
T006283,2023-05-05,A004,Withdrawal,9809
T006284,2021-12-12,A004,Withdrawal,-2464
T006285,2022-04-14,A003,Withdrawal,1385
T006286,2021-07-29,A001,Withdrawal,9512
T006287,2022-02-09,A003,Deposit,5390
T006288,2021-04-19,A003,Deposit,9358
T006289,2022-09-09,A004,Withdrawal,8214
T006290,2021-02-26,A004,Deposit,-1947
T006291,2022-03-23,A004,Deposit,5194
T006292,2022-09-14,A001,Withdrawal,1211
T006293,2024-03-01,A003,Withdrawal,-3397
T006294,2022-12-12,A002,Deposit,8594
T006295,2023-11-19,A003,Deposit,7056
T006296,2023-03-30,A003,Withdrawal,3383
T006297,2022-07-25,A004,Deposit,8098
T006298,2021-10-06,A001,Deposit,1032
T006299,2021-07-03,A001,Withdrawal,6000
T006300,2023-03-30,A004,Withdrawal,-4207
T006301,2022-09-30,A004,Withdrawal,-111
T006302,2022-09-20,A002,Deposit,-3618
T006303,2022-01-10,A004,Withdrawal,-3173
T006304,2021-03-26,A002,Deposit,6511
T006305,2021-08-23,A003,Deposit,9991
T006306,2022-04-26,A003,Withdrawal,6806
T006307,2021-05-24,A003,Deposit,6429
T006308,2024-02-21,A001,Deposit,-3805
T006309,2023-10-08,A001,Withdrawal,187
T006310,2021-12-27,A003,Withdrawal,-3924
T006311,2021-08-23,A002,Deposit,248
T006312,2022-04-10,A002,Deposit,-3892
T006313,2021-05-28,A004,Deposit,5286
T006314,2023-12-12,A004,Withdrawal,371
T006315,2022-10-23,A002,Deposit,5384
T006316,2022-10-22,A001,Withdrawal,362
T006317,2023-02-12,A003,Deposit,-1427
T006318,2023-07-05,A004,Deposit,4912
T006319,2021-09-10,A001,Deposit,5998
T006320,2022-02-22,A003,Withdrawal,-2648
T006321,2021-05-01,A003,Deposit,-4727
T006322,2022-01-25,A003,Withdrawal,-4446
T006323,2023-07-27,A001,Deposit,-767
T006324,2021-01-31,A003,Deposit,-3895
T006325,2021-07-31,A001,Withdrawal,3620
T006326,2023-12-17,A003,Withdrawal,9842
T006327,2021-07-08,A001,Deposit,-3532
T006328,2023-08-18,A002,Withdrawal,-2870
T006329,2023-02-13,A004,Withdrawal,1053
T006330,2023-11-15,A004,Deposit,6272
T006331,2022-01-21,A002,Deposit,9194
T006332,2021-11-11,A002,Withdrawal,8400
T006333,2022-12-18,A004,Deposit,9303
T006334,2022-03-02,A004,Deposit,8576
T006335,2022-04-06,A002,Withdrawal,3893
T006336,2022-02-03,A002,Deposit,1497
T006337,2021-11-01,A004,Withdrawal,-777
T006338,2023-10-23,A004,Deposit,-360
T006339,2023-11-05,A002,Deposit,7952
T006340,2021-03-23,A002,Deposit,-515
T006341,2023-07-25,A002,Withdrawal,9011
T006342,2022-12-17,A003,Deposit,9059
T006343,2023-06-14,A002,Deposit,2103
T006344,2021-09-06,A004,Withdrawal,-1563
T006345,2021-01-09,A004,Deposit,2682
T006346,2022-08-20,A002,Withdrawal,3086
T006347,2022-01-16,A004,Deposit,-2459
T006348,2023-08-18,A003,Withdrawal,7731
T006349,2023-06-23,A002,Deposit,-4332
T006350,2023-07-15,A002,Deposit,4729
T006351,2024-01-03,A003,Deposit,6551
T006352,2021-04-26,A001,Withdrawal,3370
T006353,2022-05-18,A004,Deposit,2683
T006354,2021-04-03,A002,Withdrawal,4951
T006355,2021-05-08,A003,Deposit,1770
T006356,2021-01-06,A003,Withdrawal,-3045
T006357,2021-10-14,A001,Withdrawal,-3754
T006358,2021-07-07,A001,Withdrawal,4226
T006359,2023-08-20,A004,Deposit,-1373
T006360,2022-09-02,A004,Withdrawal,963
T006361,2021-02-09,A001,Deposit,7030
T006362,2023-08-27,A004,Deposit,5754
T006363,2023-03-12,A004,Deposit,4251
T006364,2021-11-17,A001,Deposit,9952
T006365,2022-03-04,A004,Deposit,-3051
T006366,2021-05-11,A004,Withdrawal,1309
T006367,2024-03-21,A002,Deposit,-2609
T006368,2022-11-19,A002,Deposit,-3630
T006369,2021-03-25,A002,Deposit,-1227
T006370,2022-03-07,A004,Deposit,-4567
T006371,2023-08-16,A001,Deposit,666
T006372,2022-11-02,A002,Withdrawal,9706
T006373,2022-07-04,A003,Withdrawal,857
T006374,2021-09-01,A002,Deposit,8239
T006375,2023-11-30,A001,Deposit,-4904
T006376,2021-06-05,A002,Withdrawal,-813
T006377,2023-01-04,A001,Withdrawal,1356
T006378,2021-03-22,A002,Withdrawal,5741
T006379,2024-01-30,A001,Withdrawal,-3668
T006380,2022-02-02,A002,Deposit,3691
T006381,2021-12-02,A003,Withdrawal,2865
T006382,2022-09-22,A001,Withdrawal,9015
T006383,2022-01-18,A004,Withdrawal,4569
T006384,2022-05-02,A002,Deposit,7809
T006385,2022-11-30,A004,Withdrawal,1333
T006386,2023-08-01,A002,Withdrawal,-3881
T006387,2021-06-06,A001,Deposit,-1028
T006388,2023-01-08,A003,Deposit,2071
T006389,2021-09-28,A004,Withdrawal,4967
T006390,2022-08-25,A004,Withdrawal,-3602
T006391,2023-10-26,A004,Deposit,-3966
T006392,2023-05-28,A001,Deposit,6939
T006393,2024-02-17,A002,Withdrawal,-2556
T006394,2023-11-16,A004,Withdrawal,-440
T006395,2022-09-12,A001,Deposit,-3701
T006396,2022-12-13,A003,Deposit,-460
T006397,2021-03-18,A004,Deposit,-2752
T006398,2021-10-05,A003,Deposit,17
T006399,2023-02-10,A003,Deposit,8980
T006400,2023-04-07,A002,Withdrawal,-1013
T006401,2024-01-26,A002,Withdrawal,659
T006402,2022-04-06,A002,Deposit,5007
T006403,2022-08-28,A002,Deposit,-1817
T006404,2023-04-27,A001,Withdrawal,3178
T006405,2024-03-21,A004,Deposit,2750
T006406,2023-08-04,A001,Withdrawal,-1939
T006407,2022-02-08,A003,Deposit,9376
T006408,2022-07-29,A003,Withdrawal,-1111
T006409,2023-11-17,A004,Withdrawal,4972
T006410,2023-04-29,A004,Withdrawal,-4813
T006411,2021-11-08,A004,Withdrawal,3439
T006412,2022-11-06,A004,Withdrawal,96
T006413,2023-03-13,A001,Withdrawal,694
T006414,2021-06-10,A002,Withdrawal,-2329
T006415,2021-11-17,A003,Deposit,9108
T006416,2023-05-03,A002,Withdrawal,1226
T006417,2023-07-27,A003,Withdrawal,7474
T006418,2023-09-27,A001,Deposit,-4131
T006419,2021-11-06,A001,Withdrawal,-1620
T006420,2023-08-23,A002,Withdrawal,2562
T006421,2022-06-30,A004,Deposit,-917
T006422,2022-06-22,A001,Withdrawal,5044
T006423,2021-12-21,A001,Withdrawal,7402
T006424,2023-08-01,A001,Withdrawal,-3498
T006425,2023-04-01,A003,Deposit,-2927
T006426,2023-02-08,A001,Deposit,6953
T006427,2022-07-12,A003,Withdrawal,4094
T006428,2021-09-05,A002,Withdrawal,780
T006429,2022-07-19,A004,Withdrawal,-1508
T006430,2022-12-07,A002,Deposit,6285
T006431,2023-08-02,A003,Withdrawal,2660
T006432,2021-07-27,A004,Withdrawal,-181
T006433,2021-04-12,A001,Deposit,6331
T006434,2022-04-28,A001,Deposit,-1570
T006435,2022-08-16,A001,Deposit,8589
T006436,2021-07-25,A002,Deposit,8152
T006437,2021-02-08,A002,Deposit,-218
T006438,2021-04-29,A001,Deposit,-2790
T006439,2024-01-22,A001,Withdrawal,3221
T006440,2024-04-08,A004,Withdrawal,6633
T006441,2021-06-11,A003,Withdrawal,5956
T006442,2021-08-24,A003,Deposit,4779
T006443,2023-04-24,A003,Withdrawal,-1129
T006444,2023-02-20,A004,Withdrawal,9766
T006445,2022-09-19,A001,Withdrawal,6910
T006446,2021-03-12,A003,Deposit,8871
T006447,2021-06-13,A001,Withdrawal,1430
T006448,2023-11-08,A001,Deposit,9618
T006449,2022-12-04,A003,Deposit,-4747
T006450,2023-06-08,A001,Withdrawal,8457
T006451,2023-12-16,A001,Withdrawal,6077
T006452,2024-02-03,A003,Deposit,2086
T006453,2024-03-02,A001,Withdrawal,730
T006454,2023-09-29,A003,Deposit,6113
T006455,2022-01-29,A001,Deposit,3195
T006456,2021-05-17,A001,Deposit,-1134
T006457,2022-01-15,A002,Deposit,9702
T006458,2022-08-22,A004,Withdrawal,-3056
T006459,2022-05-19,A001,Withdrawal,7647
T006460,2022-09-03,A002,Deposit,6663
T006461,2022-09-24,A004,Deposit,4811
T006462,2023-06-23,A003,Withdrawal,9207
T006463,2022-06-05,A002,Withdrawal,8841
T006464,2022-03-22,A002,Deposit,9261
T006465,2023-03-01,A003,Withdrawal,8673
T006466,2021-01-17,A003,Deposit,2014
T006467,2021-03-20,A001,Deposit,4890
T006468,2024-03-27,A004,Withdrawal,7579
T006469,2021-08-13,A002,Deposit,1105
T006470,2021-03-17,A002,Deposit,8455
T006471,2023-09-02,A001,Deposit,1242
T006472,2021-07-14,A003,Withdrawal,-3387
T006473,2022-08-10,A004,Deposit,7403
T006474,2021-05-28,A004,Withdrawal,2327
T006475,2023-03-28,A003,Deposit,8374
T006476,2021-11-24,A003,Withdrawal,-4753
T006477,2023-10-05,A002,Deposit,1471
T006478,2021-01-11,A004,Deposit,9435
T006479,2021-03-07,A002,Deposit,3877
T006480,2022-10-10,A001,Withdrawal,4248
T006481,2022-03-12,A003,Withdrawal,9942
T006482,2022-07-13,A003,Withdrawal,8443
T006483,2021-12-26,A004,Withdrawal,-2491
T006484,2022-12-10,A002,Deposit,7360
T006485,2024-01-04,A001,Deposit,9616
T006486,2022-02-28,A004,Withdrawal,1279
T006487,2024-03-16,A004,Withdrawal,1200
T006488,2022-06-18,A002,Deposit,-3529
T006489,2023-06-14,A002,Withdrawal,4200
T006490,2023-06-20,A003,Withdrawal,-4741
T006491,2022-11-06,A004,Withdrawal,-2690
T006492,2021-06-24,A004,Deposit,-460
T006493,2021-09-09,A003,Withdrawal,-4290
T006494,2021-04-25,A002,Withdrawal,371
T006495,2021-07-23,A003,Withdrawal,2251
T006496,2021-08-13,A002,Withdrawal,7412
T006497,2022-07-11,A002,Deposit,6298
T006498,2022-04-12,A002,Withdrawal,-2133
T006499,2022-03-04,A001,Withdrawal,8638
T006500,2021-10-15,A001,Deposit,-2944
T006501,2023-12-12,A001,Deposit,3273
T006502,2024-03-14,A002,Deposit,3375
T006503,2021-11-23,A003,Deposit,5838
T006504,2021-09-04,A003,Deposit,6028
T006505,2021-08-23,A001,Withdrawal,-452
T006506,2022-10-12,A002,Withdrawal,288
T006507,2022-04-25,A004,Withdrawal,8806
T006508,2024-03-28,A001,Withdrawal,9942
T006509,2022-03-01,A001,Withdrawal,2379
T006510,2021-07-09,A004,Deposit,2407
T006511,2023-12-08,A001,Deposit,9597
T006512,2021-06-30,A001,Withdrawal,3321
T006513,2021-11-07,A002,Withdrawal,414
T006514,2022-06-26,A001,Withdrawal,3826
T006515,2023-12-17,A001,Withdrawal,-1358
T006516,2021-03-09,A004,Withdrawal,7570
T006517,2023-04-13,A004,Deposit,75
T006518,2023-02-08,A004,Withdrawal,-3076
T006519,2022-07-01,A001,Withdrawal,3515
T006520,2022-02-24,A004,Deposit,8656
T006521,2022-12-16,A001,Deposit,6923
T006522,2022-03-15,A001,Deposit,-3752
T006523,2021-06-01,A004,Withdrawal,-1300
T006524,2023-12-06,A004,Deposit,1023
T006525,2021-05-04,A002,Deposit,7577
T006526,2023-03-17,A003,Withdrawal,7700
T006527,2021-07-03,A002,Withdrawal,9838
T006528,2023-03-27,A004,Withdrawal,4785
T006529,2022-02-08,A001,Withdrawal,1669
T006530,2021-10-21,A001,Withdrawal,-556
T006531,2024-03-12,A001,Withdrawal,-4300
T006532,2024-01-04,A002,Deposit,-3266
T006533,2021-10-11,A004,Withdrawal,8250
T006534,2023-04-24,A002,Deposit,1861
T006535,2023-04-16,A004,Withdrawal,1491
T006536,2021-11-23,A003,Withdrawal,5476
T006537,2021-05-20,A004,Withdrawal,9722
T006538,2023-08-11,A001,Deposit,2629
T006539,2021-07-24,A002,Deposit,5039
T006540,2024-02-24,A003,Withdrawal,-4500
T006541,2024-03-06,A001,Withdrawal,1897
T006542,2021-02-07,A003,Deposit,4692
T006543,2024-01-29,A001,Deposit,6109
T006544,2023-10-05,A003,Withdrawal,7579
T006545,2021-07-12,A002,Withdrawal,9596
T006546,2022-09-04,A001,Withdrawal,-4542
T006547,2023-08-12,A004,Withdrawal,-670
T006548,2021-10-21,A003,Withdrawal,-2182
T006549,2021-10-29,A003,Withdrawal,6782
T006550,2021-06-20,A002,Withdrawal,5967
T006551,2021-11-30,A001,Withdrawal,-2373
T006552,2022-12-30,A002,Deposit,-286
T006553,2023-01-31,A003,Withdrawal,6993
T006554,2023-04-02,A002,Withdrawal,2598
T006555,2024-02-08,A004,Deposit,8223
T006556,2021-09-17,A003,Withdrawal,-750
T006557,2022-11-24,A002,Withdrawal,4040
T006558,2021-10-26,A002,Withdrawal,8140
T006559,2022-03-29,A001,Deposit,5062
T006560,2022-10-30,A001,Deposit,9340
T006561,2022-06-21,A002,Deposit,8348
T006562,2023-01-15,A003,Deposit,5162
T006563,2023-12-18,A001,Deposit,5259
T006564,2022-05-24,A002,Deposit,-1225
T006565,2023-12-18,A003,Withdrawal,-2109
T006566,2021-09-21,A004,Deposit,-770
T006567,2021-01-24,A001,Deposit,2468
T006568,2023-05-25,A003,Withdrawal,7081
T006569,2021-09-03,A004,Deposit,-3789
T006570,2023-03-12,A004,Withdrawal,6350
T006571,2023-12-13,A001,Deposit,6106
T006572,2021-04-18,A001,Withdrawal,-4312
T006573,2023-11-11,A003,Withdrawal,4537
T006574,2023-09-18,A004,Withdrawal,1373
T006575,2022-03-04,A001,Deposit,-4309
T006576,2021-10-01,A002,Deposit,-3351
T006577,2021-10-26,A004,Deposit,9667
T006578,2024-02-07,A003,Withdrawal,9287
T006579,2021-10-24,A001,Deposit,5715
T006580,2022-07-12,A004,Withdrawal,7860
T006581,2021-12-02,A003,Deposit,-3226
T006582,2024-04-04,A004,Deposit,5811
T006583,2021-10-05,A003,Withdrawal,118
T006584,2022-08-27,A001,Deposit,4756
T006585,2024-03-22,A004,Deposit,8098
T006586,2021-08-22,A001,Withdrawal,-2356
T006587,2023-12-26,A002,Withdrawal,-2806
T006588,2022-09-14,A001,Deposit,2485
T006589,2024-01-27,A001,Withdrawal,-1044
T006590,2023-11-01,A001,Deposit,4102
T006591,2021-08-19,A003,Deposit,-2371
T006592,2023-02-21,A002,Deposit,-3478
T006593,2024-04-06,A002,Deposit,714
T006594,2023-02-24,A003,Deposit,-2815
T006595,2023-11-17,A001,Withdrawal,-3095
T006596,2021-03-19,A004,Deposit,1934
T006597,2022-08-18,A002,Withdrawal,2876
T006598,2021-04-21,A004,Withdrawal,-1052
T006599,2023-01-23,A004,Withdrawal,-4047
T006600,2023-04-19,A003,Withdrawal,9282
T006601,2024-01-09,A002,Deposit,3367
T006602,2021-08-23,A002,Deposit,5754
T006603,2021-08-12,A001,Deposit,9813
T006604,2022-08-06,A002,Deposit,2950
T006605,2023-11-14,A004,Withdrawal,828
T006606,2022-02-10,A004,Withdrawal,6968
T006607,2023-10-11,A002,Deposit,-4291
T006608,2021-01-07,A002,Deposit,4366
T006609,2023-12-04,A001,Withdrawal,-4769
T006610,2021-12-20,A001,Withdrawal,5453
T006611,2023-11-04,A001,Withdrawal,-152
T006612,2022-05-18,A001,Deposit,3916
T006613,2022-07-18,A002,Withdrawal,884
T006614,2023-02-21,A002,Withdrawal,4230
T006615,2022-06-22,A002,Deposit,-3142
T006616,2021-05-16,A002,Withdrawal,-1608
T006617,2023-07-15,A002,Deposit,1799
T006618,2022-03-13,A001,Withdrawal,-1984
T006619,2023-02-21,A001,Deposit,-2670
T006620,2023-11-17,A001,Withdrawal,545
T006621,2022-02-13,A001,Deposit,4150
T006622,2021-04-27,A002,Deposit,1661
T006623,2022-12-06,A003,Withdrawal,-4472
T006624,2021-05-04,A004,Deposit,-605
T006625,2021-02-05,A002,Deposit,8388
T006626,2021-05-07,A001,Deposit,7768
T006627,2023-05-07,A001,Deposit,1156
T006628,2021-04-13,A002,Withdrawal,5830
T006629,2023-06-14,A003,Withdrawal,2076
T006630,2021-12-15,A003,Withdrawal,-4210
T006631,2023-04-04,A004,Deposit,-2327
T006632,2022-05-26,A001,Deposit,4245
T006633,2022-02-28,A002,Deposit,1951
T006634,2022-05-27,A002,Deposit,-4257
T006635,2022-08-22,A002,Withdrawal,-2941
T006636,2021-06-24,A003,Withdrawal,8513
T006637,2023-06-25,A002,Deposit,-2729
T006638,2021-10-21,A002,Withdrawal,-4696
T006639,2023-09-23,A004,Withdrawal,7677
T006640,2021-05-07,A003,Deposit,-3104
T006641,2021-02-19,A004,Deposit,8943
T006642,2021-04-25,A002,Deposit,-799
T006643,2023-09-13,A002,Deposit,484
T006644,2023-08-13,A001,Deposit,4247
T006645,2022-02-14,A004,Withdrawal,-4800
T006646,2021-10-14,A004,Withdrawal,2477
T006647,2022-10-11,A002,Deposit,7163
T006648,2021-06-20,A004,Deposit,-3433
T006649,2021-01-10,A001,Deposit,-3741
T006650,2022-10-19,A003,Withdrawal,7725
T006651,2023-03-03,A004,Withdrawal,3419
T006652,2022-05-17,A001,Deposit,7160
T006653,2021-08-22,A003,Withdrawal,-693
T006654,2023-11-22,A001,Deposit,576
T006655,2022-04-30,A003,Deposit,-1765
T006656,2022-10-22,A001,Withdrawal,6636
T006657,2022-02-18,A001,Withdrawal,9099
T006658,2021-08-21,A002,Withdrawal,6981
T006659,2022-03-27,A001,Withdrawal,4742
T006660,2021-08-18,A001,Deposit,8576
T006661,2023-06-24,A001,Withdrawal,3008
T006662,2023-11-13,A002,Deposit,2467
T006663,2021-06-15,A003,Deposit,928
T006664,2022-06-15,A004,Withdrawal,-4007
T006665,2023-02-13,A004,Deposit,-4386
T006666,2024-01-23,A003,Deposit,-4480
T006667,2022-06-20,A001,Withdrawal,7185
T006668,2021-08-28,A004,Withdrawal,-4659
T006669,2023-07-05,A003,Withdrawal,9817
T006670,2023-07-19,A003,Withdrawal,6675
T006671,2023-02-28,A004,Deposit,5309
T006672,2023-12-05,A003,Withdrawal,372
T006673,2023-01-12,A004,Deposit,3598
T006674,2021-03-07,A002,Deposit,8819
T006675,2022-12-23,A004,Withdrawal,7382
T006676,2023-08-09,A003,Withdrawal,-3443
T006677,2022-03-26,A004,Withdrawal,9527
T006678,2023-10-26,A004,Deposit,7490
T006679,2022-06-09,A004,Withdrawal,7639
T006680,2022-08-27,A001,Deposit,-819
T006681,2022-11-04,A003,Withdrawal,1199
T006682,2021-03-15,A002,Withdrawal,8707
T006683,2023-10-22,A003,Deposit,-2866
T006684,2023-03-18,A002,Deposit,9546
T006685,2024-03-24,A003,Withdrawal,-4000
T006686,2021-11-04,A001,Deposit,6590
T006687,2024-04-01,A003,Deposit,372
T006688,2022-01-12,A001,Withdrawal,6963
T006689,2021-06-22,A002,Deposit,-4036
T006690,2022-05-29,A003,Withdrawal,-2415
T006691,2023-04-18,A002,Withdrawal,8038
T006692,2023-02-08,A002,Deposit,2157
T006693,2021-01-16,A001,Withdrawal,844
T006694,2021-06-07,A002,Deposit,2426
T006695,2023-04-06,A001,Deposit,5103
T006696,2022-01-04,A003,Withdrawal,8807
T006697,2022-09-13,A001,Deposit,-4512
T006698,2021-07-19,A003,Withdrawal,1670
T006699,2024-03-12,A002,Withdrawal,-3605
T006700,2021-02-01,A001,Deposit,-2468
T006701,2021-01-10,A004,Withdrawal,9185
T006702,2022-06-02,A001,Withdrawal,-3073
T006703,2021-03-17,A003,Withdrawal,5354
T006704,2023-03-12,A004,Deposit,5378
T006705,2022-03-26,A004,Withdrawal,2283
T006706,2023-11-12,A002,Withdrawal,9116
T006707,2023-09-23,A004,Withdrawal,-3115
T006708,2022-03-09,A001,Deposit,-4850
T006709,2023-07-02,A003,Withdrawal,4925
T006710,2022-04-19,A002,Withdrawal,2535
T006711,2021-07-22,A001,Deposit,3913
T006712,2021-04-25,A003,Withdrawal,-718
T006713,2021-03-18,A001,Deposit,-4311
T006714,2022-02-22,A004,Deposit,-1801
T006715,2023-04-11,A002,Withdrawal,5297
T006716,2022-06-22,A001,Deposit,7638
T006717,2023-08-03,A004,Deposit,3987
T006718,2024-01-01,A004,Withdrawal,7038
T006719,2022-08-28,A004,Deposit,-2006
T006720,2022-06-23,A001,Withdrawal,-3500
T006721,2023-04-06,A004,Deposit,8956
T006722,2021-02-05,A004,Deposit,-1257
T006723,2023-12-16,A001,Deposit,6851
T006724,2024-01-13,A003,Deposit,8277
T006725,2022-03-04,A001,Deposit,3020
T006726,2021-10-11,A004,Withdrawal,3770
T006727,2022-05-07,A003,Deposit,4505
T006728,2021-07-11,A002,Withdrawal,-355
T006729,2021-04-01,A004,Withdrawal,7220
T006730,2024-02-23,A001,Deposit,1883
T006731,2022-12-05,A002,Deposit,392
T006732,2021-08-19,A001,Withdrawal,8961
T006733,2021-07-03,A004,Withdrawal,4517
T006734,2022-04-19,A002,Deposit,-2076
T006735,2021-11-05,A003,Deposit,503
T006736,2022-04-30,A002,Withdrawal,7561
T006737,2021-03-19,A003,Withdrawal,-1489
T006738,2022-04-18,A004,Withdrawal,218
T006739,2024-01-07,A003,Withdrawal,-2129
T006740,2021-09-09,A002,Withdrawal,-267
T006741,2023-08-27,A001,Withdrawal,-973
T006742,2021-12-14,A003,Deposit,7573
T006743,2021-01-05,A001,Deposit,-3150
T006744,2024-01-01,A002,Deposit,354
T006745,2023-03-16,A004,Deposit,-2261
T006746,2023-04-08,A004,Withdrawal,3121
T006747,2021-06-04,A002,Withdrawal,3979
T006748,2022-04-17,A003,Deposit,-345
T006749,2022-04-28,A001,Deposit,-3618
T006750,2022-05-18,A004,Deposit,4537
T006751,2021-05-25,A003,Deposit,-96
T006752,2022-12-26,A004,Withdrawal,-111
T006753,2023-07-19,A004,Deposit,1416
T006754,2021-12-29,A002,Withdrawal,6103
T006755,2024-04-01,A001,Deposit,-1246
T006756,2021-05-01,A003,Deposit,6761
T006757,2021-10-20,A004,Withdrawal,-4906
T006758,2023-09-29,A002,Withdrawal,-2941
T006759,2024-03-20,A003,Withdrawal,8043
T006760,2022-10-03,A004,Deposit,609
T006761,2022-01-25,A004,Deposit,6570
T006762,2024-04-08,A004,Deposit,3163
T006763,2022-11-16,A002,Deposit,5989
T006764,2022-01-14,A003,Deposit,-3614
T006765,2022-11-25,A003,Deposit,1596
T006766,2023-05-15,A003,Deposit,6717
T006767,2021-09-04,A002,Deposit,1219
T006768,2024-02-12,A003,Deposit,8943
T006769,2022-09-07,A004,Withdrawal,7367
T006770,2022-12-23,A004,Deposit,6299
T006771,2023-04-21,A001,Withdrawal,3426
T006772,2022-06-09,A001,Withdrawal,6739
T006773,2023-03-28,A002,Withdrawal,7040
T006774,2021-03-19,A002,Deposit,1798
T006775,2023-11-26,A003,Withdrawal,6635
T006776,2021-01-25,A002,Deposit,3152
T006777,2023-09-18,A001,Deposit,-1850
T006778,2023-01-07,A003,Deposit,9776
T006779,2023-08-03,A004,Withdrawal,1739
T006780,2022-06-23,A002,Deposit,7069
T006781,2022-02-03,A003,Deposit,-3001
T006782,2022-08-11,A004,Deposit,-1611
T006783,2023-03-26,A002,Withdrawal,1767
T006784,2023-04-29,A003,Deposit,4886
T006785,2022-12-10,A004,Deposit,6719
T006786,2021-08-17,A004,Deposit,8920
T006787,2024-02-12,A003,Deposit,-2140
T006788,2022-11-04,A003,Withdrawal,3972
T006789,2021-07-25,A001,Deposit,1641
T006790,2024-02-29,A001,Deposit,-2273
T006791,2022-04-10,A003,Withdrawal,-1955
T006792,2021-05-01,A004,Deposit,5015
T006793,2021-09-02,A002,Withdrawal,-4593
T006794,2021-04-19,A004,Deposit,-1468
T006795,2022-08-20,A004,Deposit,5335
T006796,2022-06-13,A001,Deposit,4310
T006797,2021-03-05,A001,Withdrawal,-140
T006798,2022-06-05,A004,Deposit,2935
